drive,fds,result,penyds,ydsgained,numplays,postime
24,0,Fumble,0,4,1,0:09
25,1,Downs,0,17,7,1:54
26,1,End of Game,0,10,7,2:34
20,2,Touchdown,22,5,4,0:11
21,0,Punt,0,-7,5,1:27
22,3,Touchdown,10,63,10,3:25
23,0,Punt,0,6,5,1:03
1,2,Punt,0,35,8,2:30
3,1,Field Goal,-10,23,9,3:53
2,2,Fumble,-11,26,8,2:54
5,3,Touchdown,0,75,6,1:18
4,6,Touchdown,0,75,13,5:29
7,4,Field Goal,0,59,10,4:24
6,3,Touchdown,0,75,9,3:38
9,0,End of Half,0,-1,4,0:21
8,4,Field Goal,-20,73,18,5:33
11,0,Punt,-5,6,5,0:39
10,0,Punt,-15,17,7,1:52
13,1,Punt,0,16,6,2:02
12,1,Punt,5,3,7,2:44
15,1,Downs,0,40,7,2:22
14,0,Punt,0,6,4,0:52
17,3,Field Goal,15,31,12,2:46
16,3,Touchdown,0,60,5,1:55
19,0,Fumble,0,0,1,0:10
18,4,Touchdown,0,75,10,3:55
