drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1311,1,10:16,,10,2,71,JAC 34,0,WAS,PENALTY
9,1262,3,11:39,,2,2,39,WAS 16,0,WAS,
9,1286,1,10:55,,10,2,58,WAS 47,0,WAS,
9,1409,1,08:13,,4,2,91,JAC 4,0,WAS,
9,1343,1,09:46,,10,2,80,JAC 21,0,WAS,
9,1473,0,07:28,,0,2,92,JAC 2,1,WAS,XP
9,1364,2,09:05,,1,2,80,JAC 12,0,WAS,
9,1217,1,12:38,,10,2,2,WAS 8,0,WAS,
9,1385,3,08:27,,1,2,92,JAC 12,0,WAS,
9,1442,2,07:35,,1,2,92,JAC 1,1,WAS,TD
9,1238,2,12:04,,8,2,8,WAS 10,0,WAS,
24,4300,2,01:10,,14,4,-1,JAC 23,0,JAC,
24,4259,0,01:52,,0,4,0,WAS 35,0,WAS,KICKOFF
24,4390,4,00:28,,16,4,-3,JAC 21,0,JAC,
24,4364,3,00:34,,16,4,-6,JAC 21,0,JAC,
24,4347,0,00:34,,0,4,-6,,0,,TIMEOUT
24,4281,1,01:46,,10,4,-4,JAC 27,0,JAC,
24,4324,3,01:10,,11,4,-6,JAC 26,0,JAC,PENALTY
10,1543,1,07:09,,10,2,30,JAC 31,0,JAC,
10,1511,1,07:23,,10,2,30,JAC 16,0,JAC,PENALTY
10,1616,2,06:23,,17,2,30,JAC 36,0,JAC,
10,1489,0,07:28,,0,2,0,WAS 35,0,WAS,KICKOFF
10,1586,1,07:04,,10,2,30,JAC 43,0,JAC,
10,1565,2,07:04,,10,2,30,JAC 31,0,JAC,
10,1681,4,05:33,,7,2,30,JAC 46,0,JAC,PUNT
10,1652,3,05:55,,15,2,30,JAC 38,0,JAC,
20,3591,1,13:19,,10,4,8,JAC 28,0,JAC,INT
20,3504,0,14:12,,0,4,0,WAS 35,0,WAS,KICKOFF
20,3574,0,13:20,,0,4,3,,0,,TIMEOUT
20,3523,1,14:12,,10,4,3,JAC 20,0,JAC,
20,3544,2,13:42,,7,4,8,JAC 23,0,JAC,PENALTY
6,844,3,03:05,,7,1,3,JAC 23,0,JAC,
6,823,2,03:44,,9,1,3,JAC 21,0,JAC,
6,801,1,04:12,,10,1,1,JAC 20,0,JAC,
6,870,4,02:59,,7,1,3,JAC 23,0,JAC,PUNT
18,3070,2,05:33,,10,3,3,JAC 30,0,JAC,
18,3144,2,04:45,,10,3,13,JAC 43,0,JAC,
18,3196,4,04:01,,18,3,5,JAC 35,0,JAC,PUNT
18,3122,1,04:49,,10,3,13,JAC 43,0,JAC,
18,3177,3,04:37,,10,3,5,JAC 43,0,JAC,
18,3048,1,05:41,,10,3,0,JAC 30,0,JAC,
18,3098,3,05:05,,7,3,13,JAC 33,0,JAC,
25,4441,0,00:00,,0,4,-1,,0,,
25,4418,1,00:21,,10,4,-1,JAC 24,0,WAS,
