drive,fds,result,penyds,ydsgained,numplays,postime
9,0,End of Half,-5,-1,3,0:22
10,0,Punt,0,-1,5,1:30
20,0,Downs,0,9,5,0:21
6,3,Punt,0,22,10,4:28
18,5,Touchdown,2,70,12,3:34
1,3,Touchdown,6,75,10,3:52
5,1,Punt,0,14,6,2:13
13,2,Punt,0,29,9,3:26
21,0,Field Goal,0,7,6,0:16
23,0,End of Game,0,-2,3,1:11
11,1,Punt,-5,36,8,4:17
14,0,Punt,0,0,4,1:56
8,3,Missed FG,0,45,16,3:19
19,1,Fumble,0,54,5,1:46
22,0,Interception,-5,0,4,0:24
12,2,Field Goal,0,72,8,3:31
16,0,Punt,0,4,5,1:00
7,6,Touchdown,0,80,9,4:30
3,1,Punt,0,10,6,2:42
17,3,Fumble,0,49,7,4:22
4,3,Field Goal,0,67,11,5:25
2,1,Punt,0,19,8,3:09
15,1,Field Goal,-10,36,8,2:26
