drive,fds,result,penyds,ydsgained,numplays,postime
11,4,Field Goal,15,44,18,7:24
10,3,Touchdown,0,43,7,3:36
13,4,Touchdown,0,75,14,5:08
12,2,End of Half,0,33,8,0:25
15,1,Punt,0,17,7,4:15
14,1,Punt,-10,21,8,2:51
17,1,Punt,0,27,7,3:57
16,3,Punt,0,38,13,4:58
19,4,Punt,0,50,16,5:37
18,4,Touchdown,0,83,12,3:10
20,1,End of Game,0,21,2,0:04
1,2,Punt,0,36,9,2:52
3,0,Punt,0,-1,5,1:50
2,2,Field Goal,0,81,7,3:40
5,0,Punt,0,7,4,0:56
4,0,Punt,0,7,4,1:19
7,0,Punt,0,9,4,1:55
6,0,Punt,-5,6,5,1:11
9,0,Punt,0,0,5,1:19
8,2,Field Goal,0,64,9,3:33
