drive,fds,result,penyds,ydsgained,numplays,postime
11,0,Punt,-10,7,7,1:03
10,0,End of Half,0,-1,3,0:14
13,1,Punt,0,13,6,2:11
12,2,Missed FG,0,32,9,4:28
15,5,Touchdown,5,73,12,3:30
14,2,Punt,-5,25,9,4:57
17,4,Missed FG,0,43,14,6:01
16,4,Field Goal,0,65,12,5:10
18,1,End of Game,0,9,9,2:40
1,4,Field Goal,5,53,12,3:46
3,4,Field Goal,-5,71,13,5:49
2,1,Punt,0,20,6,1:58
5,2,Touchdown,0,85,5,1:45
4,0,Punt,0,9,5,1:34
7,3,Field Goal,0,57,14,7:05
6,4,Touchdown,0,73,8,2:09
9,2,Touchdown,0,81,8,0:55
8,5,Touchdown,-3,83,18,4:45
