drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,-11,5,2:08
24,0,Safety,0,-10,1,0:11
10,3,Touchdown,0,58,7,2:09
20,0,Punt,0,1,4,1:40
6,0,Punt,-10,-1,7,1:34
27,1,End of Game,0,6,7,2:54
18,0,Punt,0,-14,5,1:45
26,0,Punt,0,7,5,1:34
25,3,Touchdown,4,53,11,4:50
1,2,Field Goal,0,43,8,2:17
5,1,Fumble,0,27,3,1:27
13,0,End of Half,0,-1,3,0:17
21,1,Punt,0,6,8,3:24
23,0,Punt,-10,15,6,2:03
11,1,Downs,0,35,7,2:12
14,0,Punt,0,9,5,1:32
8,3,Touchdown,0,69,5,2:12
19,0,Punt,0,7,4,1:13
22,3,Touchdown,0,84,6,2:41
12,2,Field Goal,0,43,9,2:51
16,3,Field Goal,5,41,9,4:40
7,1,Punt,0,21,5,2:13
3,4,Field Goal,0,73,12,4:49
17,0,Interception,0,0,2,0:08
4,1,Punt,-15,33,10,4:18
2,0,Interception,0,0,4,1:33
15,0,Missed FG,0,4,4,1:25
