drive,fds,result,penyds,ydsgained,numplays,postime
11,2,Punt,-5,40,14,4:23
10,3,Field Goal,0,43,14,7:05
13,1,Punt,0,20,7,2:20
12,2,Missed FG,0,67,11,1:53
15,3,Punt,10,22,11,4:07
14,5,Fumble,5,69,14,7:00
17,3,Downs,0,70,11,3:46
16,4,Touchdown,5,70,14,5:53
18,3,End of Game,0,29,16,6:54
1,1,Punt,0,13,7,2:23
3,0,Punt,-5,7,6,1:16
2,0,Fumble,0,3,2,0:35
5,1,Punt,0,8,6,2:08
4,0,Punt,0,5,4,1:24
7,4,Touchdown,5,54,10,3:07
6,2,Interception,0,26,6,3:28
9,0,Safety,0,-1,1,0:05
8,1,Interception,0,31,7,2:13
