drive,fds,result,penyds,ydsgained,numplays,postime
9,5,Touchdown,0,80,13,7:19
10,3,Missed FG,0,38,14,1:40
20,4,Field Goal,-10,68,18,6:19
6,1,Punt,0,23,7,3:00
18,5,Field Goal,5,59,14,5:36
1,1,Punt,0,21,7,2:39
5,1,Field Goal,0,13,6,2:01
13,0,Interception,0,8,4,1:06
21,2,Downs,0,33,9,1:27
11,1,Field Goal,0,22,5,0:34
14,1,Field Goal,8,4,5,1:08
8,0,Punt,-15,12,6,1:51
19,4,Touchdown,15,68,11,2:47
22,0,End of Game,0,-2,3,1:20
12,0,End of Half,5,-1,4,0:12
16,0,Punt,0,9,5,2:25
7,2,Interception,6,33,10,4:24
3,0,Punt,0,9,6,2:20
17,4,Fumble,18,54,11,4:59
4,0,Interception,0,0,1,0:10
2,3,Field Goal,0,74,10,3:50
15,4,Touchdown,36,39,10,2:53
