drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Field Goal,5,49,10,4:12
10,2,Touchdown,0,75,7,1:19
20,4,Touchdown,-10,80,16,5:27
6,1,Field Goal,0,26,7,2:33
18,1,Punt,0,18,7,2:50
1,1,Punt,0,21,9,2:53
5,0,Fumble,0,2,2,0:15
13,0,End of Half,0,-1,2,0:07
21,0,Interception,0,0,2,0:12
11,0,Punt,0,-6,7,0:30
14,1,Punt,-10,22,8,2:51
8,1,Punt,0,1,7,2:44
19,4,Field Goal,-30,83,17,7:22
22,0,End of Game,0,5,5,1:37
12,0,Punt,0,6,4,1:07
16,3,Missed FG,25,26,11,5:09
7,2,Touchdown,0,75,9,2:07
3,0,Punt,0,8,5,1:31
17,0,Punt,0,8,5,1:06
4,4,Touchdown,5,60,9,3:18
2,4,Field Goal,0,57,14,7:24
15,4,Touchdown,0,93,7,3:26
