drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1765,0,05:56,,0,2,0,SF 35,0,SF,KICKOFF
9,1784,1,05:56,,10,2,75,NO 25,1,NO,TD
9,1801,0,05:45,,0,2,75,SF 15,1,NO,XP
24,4535,2,02:35,,2,4,13,SF 16,0,SF,FUMBLE
24,4511,1,02:54,,10,4,13,SF 8,0,SF,
10,1987,4,03:58,,4,2,37,NO 30,1,SF,FG
10,1863,1,05:07,,10,2,37,NO 36,0,SF,
10,1932,2,04:28,,15,2,37,NO 41,0,SF,
10,1961,3,04:03,,4,2,37,NO 30,0,SF,
10,1839,1,05:38,,10,2,37,SF 33,0,SF,
10,1896,2,04:48,,5,2,37,NO 31,0,SF,PENALTY
10,1817,0,05:45,,0,2,0,NO 35,0,NO,KICKOFF
20,3701,1,13:13,,10,4,0,SF 25,0,SF,
20,3686,0,13:13,,0,4,0,NO 35,0,NO,KICKOFF
20,3723,2,13:09,,10,4,0,SF 25,0,SF,
20,3767,4,13:01,,10,4,0,SF 25,0,SF,PUNT
20,3745,3,13:06,,10,4,0,SF 25,0,SF,
6,1191,0,,,0,1,46,,0,,
6,1096,1,02:14,,10,1,0,SF 25,0,SF,
6,1142,1,01:08,,10,1,46,SF 45,0,SF,
6,1234,3,14:21,,6,2,51,NO 29,0,SF,
6,1258,4,13:51,,1,2,51,NO 24,0,SF,
6,1117,2,01:38,,10,1,46,SF 25,0,SF,
6,1081,0,02:14,,0,1,0,50,0,NO,KICKOFF
6,1211,2,15:00,,6,2,46,NO 29,0,SF,
6,1166,1,00:30,,10,1,46,NO 33,0,SF,
18,3390,1,02:55,,10,3,3,SF 45,0,SF,
18,3419,2,02:29,,7,3,-2,SF 48,0,SF,
18,3438,3,01:51,,12,3,-2,SF 43,0,SF,
18,3460,4,01:45,,12,3,-2,SF 43,0,SF,PUNT
25,4586,1,02:27,,10,4,7,SF 21,0,NO,
25,4611,0,02:00,,0,4,7,,0,,
25,4651,1,01:35,,9,4,11,SF 9,0,NO,
25,4693,0,00:00,,0,4,10,,0,,
25,4672,2,00:38,,10,4,10,SF 10,0,NO,
25,4628,2,02:00,,3,4,12,SF 14,0,NO,
1,105,2,14:23,,2,1,13,NO 28,0,NO,
1,178,2,13:24,,20,1,11,NO 23,0,NO,
1,58,1,14:55,,10,1,3,NO 20,0,NO,
1,126,1,13:54,,10,1,11,NO 33,0,NO,PENALTY
1,262,4,12:24,,12,1,11,NO 31,0,NO,PUNT
1,156,1,13:28,,20,1,3,NO 23,0,NO,
1,82,2,14:25,,7,1,8,NO 23,0,NO,PENALTY
1,199,3,12:52,,17,1,11,NO 26,0,NO,PENALTY
1,36,0,15:00,,0,1,0,SF 35,0,SF,KICKOFF
1,238,3,12:36,,12,1,11,NO 31,0,NO,
5,963,2,03:06,,3,1,11,SF 5,0,NO,
5,1011,2,02:23,,1,1,11,SF 1,0,NO,
5,988,1,02:23,,1,1,11,SF 1,0,NO,
5,939,1,03:36,,10,1,12,SF 12,0,NO,
5,1054,0,02:14,,0,1,12,SF 15,1,NO,XP
5,1033,3,02:17,,1,1,12,SF 1,1,NO,TD
13,2325,1,00:58,,10,2,4,NO 21,0,NO,
13,2420,2,00:18,,10,2,47,SF 49,0,NO,
13,2444,1,00:13,,10,2,66,SF 32,0,NO,
13,2377,0,00:22,,0,2,30,,0,,TIMEOUT
13,2554,1,00:04,,8,2,71,SF 8,1,NO,FG
13,2478,1,00:08,,10,2,71,SF 13,0,NO,PENALTY
13,2302,0,01:05,,0,2,0,SF 35,0,SF,KICKOFF
13,2349,2,00:30,,6,2,30,NO 25,0,NO,
13,2394,1,00:22,,10,2,47,SF 49,0,NO,
13,2537,0,00:04,,0,2,71,,0,,TIMEOUT
21,3940,1,10:12,,10,4,50,SF 28,0,NO,
21,3988,3,09:00,,5,4,53,SF 23,0,NO,
21,3897,0,10:37,,0,4,29,,0,,TIMEOUT
21,3967,2,09:34,,8,4,53,SF 26,0,NO,
21,4010,4,08:56,,5,4,53,SF 23,1,NO,FG
21,3853,1,11:56,,10,4,29,NO 49,0,NO,
21,3832,2,12:30,,10,4,25,NO 38,0,NO,
21,3810,1,12:37,,10,4,29,NO 38,0,NO,
21,3914,3,10:37,,6,4,48,SF 47,0,NO,
21,3876,2,11:26,,6,4,29,SF 47,0,NO,
21,3786,1,12:54,,10,4,29,NO 24,0,NO,
23,4330,2,05:20,,1,4,19,NO 17,0,NO,
23,4454,0,03:06,,0,4,22,,0,,TIMEOUT
23,4400,0,03:11,,0,4,19,,0,,TIMEOUT
23,4429,3,03:11,,5,4,22,NO 27,0,NO,
23,4475,4,03:05,,2,4,22,NO 30,0,NO,PUNT
23,4379,2,03:59,,9,4,19,NO 23,0,NO,
23,4303,1,06:05,,10,4,19,NO 8,0,NO,
23,4358,1,04:46,,10,4,15,NO 22,0,NO,
11,2150,3,02:00,,4,2,21,NO 46,0,NO,
11,2007,0,03:53,,0,2,0,SF 35,0,SF,KICKOFF
11,2129,0,02:00,,0,2,21,,0,,
11,2103,2,02:05,,6,2,21,NO 44,0,NO,
11,2047,2,03:20,,2,2,15,NO 33,0,NO,
11,2172,4,01:54,,4,2,21,NO 46,0,NO,PUNT
11,2022,1,03:53,,10,2,21,NO 25,0,NO,
11,2082,1,02:44,,10,2,19,NO 40,0,NO,
14,2633,1,14:22,,10,3,30,SF 43,0,SF,
14,2725,1,12:56,,10,3,60,NO 17,0,SF,
14,2680,2,13:58,,10,3,34,NO 38,0,SF,
14,2658,1,14:03,,10,3,30,NO 38,0,SF,
14,2757,2,12:19,,1,3,67,NO 8,0,SF,FUMBLE
14,2609,1,14:51,,10,3,11,SF 32,0,SF,
14,2701,3,13:21,,6,3,51,NO 34,0,SF,
14,2587,0,15:00,,0,3,0,NO 35,0,NO,KICKOFF
8,1745,0,05:56,,0,2,65,NO 15,1,SF,XP
8,1725,2,06:07,,7,2,65,NO 47,1,SF,TD
8,1626,0,07:40,,0,2,0,NO 35,0,NO,KICKOFF
8,1648,1,07:33,,10,2,65,SF 35,0,SF,
8,1672,2,07:04,,10,2,65,SF 35,0,SF,
8,1700,1,06:36,,10,2,18,50,0,SF,
19,3625,3,13:58,,1,4,45,SF 34,0,NO,
19,3646,1,13:21,,10,4,77,SF 32,1,NO,TD
19,3600,2,14:32,,4,4,43,SF 37,0,NO,
19,3479,1,01:36,,10,3,5,NO 23,0,NO,
19,3670,0,13:13,,0,4,77,SF 15,1,NO,XP
19,3554,0,,,0,3,34,,0,,
19,3509,2,01:05,,5,3,6,NO 28,0,NO,
19,3530,3,00:30,,4,3,34,NO 29,0,NO,
19,3570,1,15:00,,10,4,40,SF 43,0,NO,
22,4146,1,07:02,,10,4,60,NO 34,0,SF,
22,4277,4,06:13,,5,4,65,NO 10,0,SF,FUMBLE
22,4233,2,06:22,,5,4,65,NO 10,0,SF,
22,4045,1,08:52,,10,4,25,SF 25,0,SF,
22,4174,1,06:32,,10,4,60,NO 15,0,SF,
22,4255,3,06:17,,5,4,65,NO 10,0,SF,
22,4097,2,08:10,,4,4,62,50,0,SF,
22,4125,1,07:36,,10,4,41,NO 45,0,SF,
22,4196,2,06:26,,10,4,65,NO 15,0,SF,PENALTY
22,4030,0,08:52,,0,4,0,NO 35,0,NO,KICKOFF
22,4069,1,08:28,,10,4,30,SF 44,0,SF,
12,2223,2,01:22,,4,2,7,SF 34,0,SF,
12,2261,3,01:16,,3,2,72,SF 35,1,SF,TD
12,2202,1,01:47,,10,2,72,SF 28,0,SF,
12,2281,0,01:05,,0,2,72,NO 15,1,SF,XP
12,2244,0,01:16,,0,2,7,,0,,TIMEOUT
16,2932,1,09:27,,10,3,29,NO 28,0,SF,
16,2908,1,09:54,,10,3,29,NO 41,0,SF,
16,2958,0,09:21,,0,3,29,,0,,TIMEOUT
16,2887,1,10:14,,10,3,16,SF 43,0,SF,
16,2997,3,09:17,,10,3,29,NO 28,0,SF,
16,3019,4,09:12,,10,3,29,NO 28,1,SF,FG
16,2975,2,09:21,,10,3,29,NO 28,0,SF,
