drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1080,4,00:52,,12,1,-2,JAC 18,0,JAC,PUNT
9,969,0,01:35,,0,1,0,KC 35,0,KC,KICKOFF
9,1053,4,00:52,,7,1,-2,JAC 23,0,JAC,PENALTY
9,1031,3,00:57,,7,1,3,JAC 23,0,JAC,
9,988,1,01:35,,10,1,3,JAC 20,0,JAC,
9,1009,2,01:02,,7,1,3,JAC 23,0,JAC,
24,3346,0,12:51,,0,4,0,KC 35,0,KC,KICKOFF
24,3387,2,12:48,,10,4,9,JAC 20,0,JAC,
24,3454,2,11:41,,10,4,12,JAC 31,0,JAC,
24,3411,3,12:15,,1,4,11,JAC 29,0,JAC,
24,3432,1,11:46,,10,4,11,JAC 31,0,JAC,
24,3497,4,10:59,,9,4,12,JAC 32,0,JAC,PUNT
24,3365,1,12:51,,10,4,0,JAC 20,0,JAC,
24,3475,3,11:03,,9,4,12,JAC 32,0,JAC,
10,1311,3,12:32,,14,2,10,KC 34,0,KC,
10,1333,4,12:23,,14,2,10,KC 34,0,KC,PUNT
10,1166,3,15:00,,1,2,14,KC 33,0,KC,
10,1275,3,12:59,,9,2,3,KC 39,0,KC,PENALTY
10,1128,2,00:04,,2,1,9,KC 32,0,KC,
10,1209,2,14:02,,17,2,20,KC 31,0,KC,
10,1104,1,00:41,,10,1,8,KC 24,0,KC,
10,1239,3,13:27,,4,2,15,KC 44,0,KC,PENALTY
10,1187,1,14:31,,10,2,10,KC 38,0,KC,FUMBLE
20,2936,3,05:38,,10,3,6,JAC 46,0,KC,
20,2914,2,05:43,,10,3,0,JAC 46,0,KC,
20,2892,1,05:47,,10,3,0,JAC 46,0,KC,
20,2960,4,04:53,,4,3,6,JAC 40,0,KC,PUNT
6,722,3,04:52,,6,1,17,KC 49,0,KC,
6,698,2,05:37,,10,1,17,KC 45,0,KC,
6,675,1,05:42,,10,1,13,KC 45,0,KC,
6,744,4,04:47,,6,1,17,KC 49,0,KC,PUNT
6,609,1,07:38,,10,1,7,KC 32,0,KC,
6,630,2,07:05,,3,1,7,KC 39,0,KC,
6,651,3,06:22,,3,1,13,KC 39,0,KC,
27,3855,2,04:34,,6,4,30,50,0,KC,
