drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,8,5,2:04
10,0,Punt,0,6,4,1:06
20,1,Punt,0,16,6,1:36
6,1,Punt,0,28,8,3:38
18,4,Touchdown,0,47,8,2:38
1,3,Field Goal,15,53,9,2:36
5,1,Touchdown,0,32,2,0:07
13,0,Punt,0,3,5,1:03
21,1,Punt,15,6,6,2:37
23,1,End of Game,0,-2,5,0:50
11,1,Punt,0,19,6,2:00
14,2,Touchdown,0,57,3,0:53
8,3,Touchdown,0,60,7,3:36
19,2,Punt,0,38,8,3:40
22,6,Field Goal,-15,95,25,8:58
12,5,Field Goal,0,93,14,4:16
16,1,Punt,0,22,8,2:26
7,0,Punt,0,6,4,1:58
3,3,Interception,0,45,9,4:47
17,0,Punt,0,4,4,1:00
4,0,Blocked Punt,0,1,4,1:16
2,4,Touchdown,0,71,11,2:36
15,3,Field Goal,0,46,11,4:19
