drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,2644,1,03:46,,10,3,0,SD 16,0,SD,
9,2818,1,15:00,,10,4,52,JAC 39,0,SD,
9,2965,0,14:08,,0,4,84,JAC 2,1,SD,XP
9,2756,1,00:56,,10,3,33,SD 42,0,SD,
9,2780,2,00:16,,3,3,45,SD 49,0,SD,
9,2690,1,03:06,,10,3,16,SD 31,0,SD,
9,2735,3,01:41,,3,3,26,SD 38,0,SD,
9,2943,1,14:13,,3,4,84,JAC 3,1,SD,TD
9,2926,0,14:13,,0,4,84,,0,,TIMEOUT
9,2839,2,14:31,,3,4,84,JAC 32,0,SD,
9,2711,2,02:22,,9,3,22,SD 32,0,SD,
9,2666,2,03:41,,10,3,15,SD 16,0,SD,
9,2622,0,03:54,,0,3,0,JAC 35,0,JAC,KICKOFF
6,2057,4,13:19,,3,3,7,JAC 27,0,JAC,PUNT
6,1980,2,14:32,,2,3,7,JAC 28,0,JAC,PENALTY
6,1944,0,15:00,,0,3,0,SD 35,0,SD,KICKOFF
6,2036,3,13:52,,2,3,7,JAC 28,0,JAC,
6,2012,2,14:13,,14,3,7,JAC 16,0,JAC,
6,1959,1,15:00,,10,3,8,JAC 20,0,JAC,
14,3510,1,06:24,,10,4,12,SD 45,0,JAC,INT
14,3460,1,06:47,,10,4,0,JAC 43,0,JAC,
14,3482,2,06:43,,10,4,12,JAC 43,0,JAC,
7,2076,1,13:09,,10,3,27,SD 19,0,SD,
7,2163,2,10:41,,5,3,40,JAC 36,0,SD,PENALTY
7,2142,1,11:23,,10,3,45,JAC 41,0,SD,
7,2100,1,12:32,,10,3,36,SD 46,0,SD,
7,2243,1,09:32,,10,3,70,JAC 25,0,SD,
7,2306,3,07:31,,4,3,79,JAC 5,0,SD,TIMEOUT
7,2389,4,06:52,,1,3,79,JAC 2,1,SD,FG
7,2219,2,10:19,,20,3,56,SD 49,0,SD,
7,2264,1,09:02,,10,3,72,JAC 11,0,SD,
7,2285,2,08:17,,8,3,76,JAC 9,0,SD,
7,2121,2,11:57,,1,3,40,JAC 45,0,SD,
7,2186,2,10:24,,10,3,30,JAC 41,0,SD,PENALTY
8,2424,1,06:48,,10,3,12,JAC 20,0,JAC,
8,2472,1,05:52,,10,3,60,SD 25,0,JAC,
8,2496,2,05:28,,5,3,72,SD 20,0,JAC,
8,2585,0,03:57,,0,3,75,,0,,TIMEOUT
8,2409,0,06:48,,0,3,0,SD 35,0,SD,KICKOFF
8,2520,1,04:52,,8,3,75,SD 8,0,JAC,
8,2541,2,04:10,,5,3,75,SD 5,0,JAC,
8,2448,1,06:14,,10,3,55,JAC 32,0,JAC,
8,2563,3,04:04,,5,3,75,SD 5,0,JAC,
8,2602,4,03:57,,5,3,75,SD 5,1,JAC,FG
10,3072,4,12:59,,7,4,3,JAC 34,0,JAC,PUNT
10,3003,1,14:00,,10,4,-7,JAC 31,0,JAC,
10,3043,3,12:59,,16,4,3,JAC 25,0,JAC,
10,3022,2,13:33,,17,4,-6,JAC 24,0,JAC,
10,2981,0,14:08,,0,4,0,SD 35,0,SD,KICKOFF
12,3186,1,10:38,,10,4,32,JAC 23,0,JAC,
12,3234,1,09:48,,10,4,45,SD 31,0,JAC,
12,3210,1,10:15,,10,4,46,SD 45,0,JAC,
12,3262,2,09:23,,11,4,45,SD 32,0,JAC,
12,3284,3,09:19,,11,4,55,SD 32,0,JAC,
12,3313,4,09:01,,1,4,55,SD 22,0,JAC,
16,3637,1,03:53,,10,4,9,JAC 3,0,JAC,
16,3881,1,01:57,,7,4,90,SD 7,0,JAC,
16,3903,2,01:52,,7,4,90,SD 7,0,JAC,
16,3754,1,02:42,,10,4,43,SD 44,0,JAC,PENALTY
16,3925,3,01:45,,7,4,90,SD 7,0,JAC,
16,3864,0,01:57,,0,4,90,,0,,
16,3816,2,02:07,,9,4,71,SD 43,0,JAC,
16,3701,1,02:55,,10,4,41,JAC 22,0,JAC,
16,3680,3,03:23,,1,4,19,JAC 12,0,JAC,
16,3658,2,03:26,,1,4,9,JAC 12,0,JAC,
16,3725,1,02:50,,10,4,53,JAC 44,0,JAC,
16,3792,1,02:38,,20,4,54,JAC 46,0,JAC,
