drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
20,3637,0,06:32,"R.Succop extra point is GOOD, Center-T.Gafford, Holder-D.Colquitt.",0,4,80,DEN 2,1,KC,XP
20,3439,1,09:37,(9:37) (Shotgun) A.Smith pass incomplete short left to D.McCluster (C.Harris).,10,4,45,DEN 35,0,KC,
20,3585,3,06:57,"(6:57) (Shotgun) A.Smith pass short right to D.McCluster to DEN 1 for 5 yards (D.Ihenacho). PENALTY on DEN-D.Ihenacho, Face Mask (15 Yards), 0 yards, enforced at DEN 1.",6,4,79,DEN 6,0,KC,PENALTY
20,3210,2,14:12,"(14:12) (Shotgun) A.Smith scrambles left end ran ob at KC 21 for 1 yard (C.Harris). KC-B.Albert was injured during the play.  PENALTY on KC-D.Stephenson, Offensive Holding, 10 yards, enforced at KC 20 - No Play.",10,4,-10,KC 20,0,KC,PENALTY
20,3461,2,09:32,(9:32) (Shotgun) A.Smith pass short left to K.Davis pushed ob at DEN 30 for 5 yards (W.Woodyard).,10,4,50,DEN 35,0,KC,
20,3397,2,10:59,(10:59) (Shotgun) A.Smith scrambles up the middle to DEN 43 for 6 yards (M.Jackson).,10,4,37,DEN 49,0,KC,
20,3509,1,08:16,(8:16) (Shotgun) A.Smith pass short right to J.Charles to DEN 6 for 11 yards (D.Trevathan).,10,4,74,DEN 17,0,KC,
20,3250,2,13:52,(13:52) J.Charles up the middle to KC 13 for 3 yards (C.Harris).,20,4,-7,KC 10,0,KC,
20,3343,2,11:36,"(11:36) J.Charles right end to KC 46 for 15 yards (D.Trevathan). PENALTY on DEN-C.Harris, Illegal Use of Hands, 5 yards, enforced at KC 46.",10,4,31,KC 31,0,KC,PENALTY
20,3375,1,11:05,(11:05) (Shotgun) A.Smith pass incomplete deep left to D.Avery.,10,4,31,DEN 49,0,KC,
20,3485,3,09:00,(9:00) A.Smith pass short right to K.Davis to DEN 17 for 13 yards (C.Harris). DEN-V.Miller was injured during the play.,5,4,63,DEN 30,0,KC,
20,3559,2,07:25,(7:25) D.McCluster left end ran ob at DEN 6 for no gain.,6,4,74,DEN 6,0,KC,
20,3620,1,06:37,"(6:37) J.Charles up the middle for 1 yard, TOUCHDOWN.",1,4,80,DEN 1,1,KC,TD
20,3157,0,14:16,"M.Prater kicks 65 yards from DEN 35 to end zone, Touchback.",0,4,0,DEN 35,0,DEN,KICKOFF
20,3537,1,07:28,(7:28) (Shotgun) A.Smith pass incomplete short right to D.Avery (C.Harris).,6,4,74,DEN 6,0,KC,
20,3271,3,13:15,(13:15) (Shotgun) A.Smith pass deep middle to J.Hemingway to KC 29 for 16 yards (D.Bruton).,17,4,9,KC 13,0,KC,
20,3295,4,12:26,"(12:26) (Shotgun) J.Charles left guard to KC 31 for 2 yards (S.Phillips). Denver challenged the fumble ruling, and the play was Upheld. (Timeout #2.)",1,4,11,KC 29,0,KC,TIMEOUT
20,3188,1,14:16,(14:16) A.Smith pass incomplete short right to D.Bowe.,10,4,0,KC 20,0,KC,
20,3418,3,10:24,(10:24) J.Charles left end to DEN 35 for 8 yards (D.Bruton).,4,4,45,DEN 43,0,KC,
20,3316,1,11:42,(11:42) A.Smith pass incomplete deep left to D.Avery.,10,4,11,KC 31,0,KC,
21,3879,2,04:10,"(4:10) (Shotgun) P.Manning pass short left to K.Moreno to KC 35 for 31 yards (S.Smith). PENALTY on DEN-M.Ramirez, Unnecessary Roughness, 15 yards, enforced between downs.",20,4,42,DEN 34,0,DEN,PENALTY
21,3936,0,03:50,Timeout #2 by KC at 03:50.,0,4,42,,0,,TIMEOUT
21,3914,1,03:54,(3:54) M.Ball up the middle to KC 48 for 2 yards (D.Poe).,10,4,42,50,0,DEN,
21,3808,1,04:17,(4:17) (Shotgun) K.Moreno up the middle to DEN 39 for -5 yards (E.Berry).,10,4,29,DEN 44,0,DEN,
21,3775,2,04:21,"(4:21) (Shotgun) P.Manning pass incomplete deep left to D.Thomas. PENALTY on KC-S.Smith, Defensive Pass Interference, 19 yards, enforced at DEN 25 - No Play.",15,4,34,DEN 25,0,DEN,PENALTY
21,3752,2,04:24,"(4:24) (Run formation) PENALTY on DEN-K.Moreno, False Start, 5 yards, enforced at DEN 30 - No Play.",10,4,15,DEN 30,0,DEN,PENALTY
21,3686,1,06:25,(6:25) (Shotgun) K.Moreno up the middle to DEN 12 for 2 yards (D.Poe).,10,4,2,DEN 10,0,DEN,
21,3829,0,04:13,Timeout #1 by KC at 04:13.,0,4,29,,0,,TIMEOUT
21,3954,2,03:50,(3:50) (Shotgun) P.Manning pass incomplete short left to M.Ball.,8,4,42,KC 48,0,DEN,
21,3977,3,03:45,(3:45) (Shotgun) P.Manning pass incomplete short left to J.Tamme (F.Zombo).,8,4,42,KC 48,0,DEN,
