drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1695,0,03:16,,0,2,53,ATL 2,1,TB,XP
9,1654,2,03:53,,10,2,50,ATL 23,0,TB,
9,1630,1,04:00,,10,2,30,ATL 23,0,TB,
9,1678,1,03:23,,3,2,53,ATL 3,1,TB,TD
9,1598,2,04:25,,1,2,30,ATL 44,0,TB,PENALTY
9,1577,1,05:02,,10,2,9,TB 47,0,TB,
24,4383,0,00:00,,0,4,1,,0,,
24,4362,1,00:34,,10,4,1,ATL 15,0,ATL,
10,1726,1,03:16,,10,2,15,ATL 20,0,ATL,PENALTY
10,1783,2,02:46,,2,2,30,ATL 43,0,ATL,PENALTY
10,1903,2,01:55,,10,2,45,TB 35,0,ATL,
10,1840,2,02:11,,5,2,45,TB 45,0,ATL,
10,1949,0,01:01,,0,2,49,,0,,TIMEOUT
10,1816,1,02:41,,10,2,35,50,0,ATL,
10,1711,0,03:16,,0,2,0,TB 35,0,TB,KICKOFF
10,1966,4,01:01,,6,2,49,TB 31,1,ATL,FG
10,1925,3,01:50,,10,2,49,TB 35,0,ATL,
10,1881,1,02:00,,10,2,45,TB 35,0,ATL,
10,1759,1,03:12,,10,2,23,ATL 35,0,ATL,
20,3611,1,06:31,,10,4,30,ATL 37,0,ATL,
20,3683,2,05:33,,10,4,80,50,1,ATL,TD
20,3582,2,06:52,,5,4,30,ATL 25,0,ATL,
20,3640,2,06:09,,2,4,30,ATL 45,0,ATL,
20,3700,0,05:22,,0,4,80,TB 2,1,ATL,2PS
20,3661,1,05:39,,10,4,30,50,0,ATL,
20,3558,1,07:15,,10,4,30,ATL 20,0,ATL,
20,3540,0,07:15,,0,4,0,TB 35,0,TB,KICKOFF
6,1262,2,08:52,,10,2,7,ATL 35,0,TB,PENALTY
6,1316,3,08:08,,16,2,18,ATL 41,0,TB,
6,1295,2,08:44,,20,2,11,ATL 45,0,TB,
6,1198,0,10:14,,0,2,0,TB 35,0,TB,KICKOFF
6,1217,1,10:13,,10,2,17,TB 48,0,TB,
6,1241,1,09:36,,10,2,17,ATL 35,0,TB,
6,1340,4,07:28,,9,2,18,ATL 34,0,TB,
18,3270,1,14:08,,10,4,1,ATL 39,0,ATL,
18,3291,2,13:36,,9,4,1,ATL 40,0,ATL,INT
1,58,1,14:54,,10,1,14,TB 25,0,TB,
1,151,4,13:19,,4,1,20,TB 45,0,TB,PUNT
1,103,2,13:52,,4,1,20,TB 45,0,TB,
1,82,1,14:25,,10,1,20,TB 39,0,TB,
1,129,3,13:27,,4,1,20,TB 45,0,TB,
1,36,0,15:00,,0,1,0,ATL 35,0,ATL,KICKOFF
5,1125,2,10:43,,9,2,81,ATL 33,0,TB,PENALTY
5,1058,0,12:07,,0,2,0,ATL 35,0,ATL,KICKOFF
5,1104,1,11:13,,10,2,48,ATL 34,0,TB,
