drive,fds,result,penyds,ydsgained,numplays,postime
24,1,Downs,0,15,10,1:00
25,0,End of Game,0,-4,4,1:25
20,4,Touchdown,15,44,7,3:05
21,0,Punt,0,4,5,1:03
22,0,Punt,0,-7,4,1:37
23,3,Field Goal,-5,38,16,6:02
1,4,Field Goal,0,49,14,6:03
3,0,Punt,0,7,4,2:04
2,0,Punt,-15,20,5,1:35
5,0,Interception,0,1,3,1:18
4,0,Punt,0,-5,4,1:35
7,2,Touchdown,0,69,6,2:09
6,1,Touchdown,0,5,2,0:04
9,3,Field Goal,5,41,9,3:56
8,4,Touchdown,15,65,14,4:47
11,2,Punt,0,31,7,2:17
10,0,Punt,0,9,5,1:30
13,4,Touchdown,0,58,10,1:26
12,0,Punt,0,7,6,1:03
15,0,Interception,-10,5,4,0:41
14,0,End of Half,0,-1,3,0:13
17,2,Punt,5,31,11,3:35
16,3,Field Goal,0,49,12,6:49
19,0,Punt,0,2,5,1:59
18,1,Punt,0,25,5,2:44
