drive,fds,result,penyds,ydsgained,numplays,postime
19,4,Touchdown,14,41,11,3:30
5,0,Punt,0,6,4,1:58
4,1,Interception,-5,49,5,2:16
21,2,End of Game,5,16,10,4:20
9,1,Punt,-10,30,9,2:56
3,0,Punt,0,9,4,1:29
7,5,Touchdown,15,60,11,3:54
12,1,End of Half,0,18,2,0:01
15,3,Field Goal,-10,84,11,4:40
20,0,Interception,0,4,4,0:35
16,3,Field Goal,15,38,12,4:18
13,3,Touchdown,0,59,9,3:36
6,3,Touchdown,0,53,10,3:13
2,3,Interception,0,55,14,6:33
11,3,Missed FG,20,20,11,1:22
14,1,Punt,0,17,8,2:36
8,1,Punt,0,32,8,2:48
1,3,Touchdown,5,70,8,2:00
17,3,Field Goal,0,60,10,4:29
10,1,Punt,0,18,9,1:30
18,0,Punt,0,6,5,1:56
