drive,fds,result,penyds,ydsgained,numplays,postime
24,1,Touchdown,0,6,3,0:41
25,4,Touchdown,0,60,6,1:52
26,2,Punt,0,26,7,2:20
27,0,Punt,0,4,4,1:07
20,3,Missed FG,0,52,8,2:02
21,1,Punt,0,26,5,1:41
22,4,Touchdown,0,91,11,4:00
23,0,Fumble,0,0,1,0:08
28,2,Interception,12,16,7,1:44
29,1,Punt,-15,20,11,2:06
1,1,Downs,0,45,8,2:07
3,1,Punt,0,29,6,2:10
2,2,Touchdown,0,66,4,0:43
5,3,Field Goal,0,43,10,4:15
4,0,Punt,0,6,4,1:05
7,3,Touchdown,0,83,8,2:39
6,2,Punt,0,23,10,3:04
9,0,Punt,0,2,4,0:54
8,2,Punt,0,37,8,3:11
11,3,Touchdown,0,78,12,4:09
10,3,Touchdown,0,40,8,3:47
13,2,Field Goal,11,28,6,0:30
12,0,Punt,0,-2,7,0:57
15,0,Punt,-5,-1,6,1:54
14,0,End of Half,0,-1,3,0:29
17,5,Touchdown,0,90,10,4:29
16,0,Punt,0,3,4,1:35
19,0,Fumble,0,7,2,0:43
18,1,Interception,0,2,6,1:23
31,2,Field Goal,-10,89,12,1:13
30,3,Touchdown,0,69,9,1:00
32,0,Fumble,0,0,1,0:02
