drive,fds,result,penyds,ydsgained,numplays,postime
2,4,Punt,-4,45,15,7:20
8,1,Punt,-5,36,8,1:41
1,4,Interception,0,42,10,4:44
9,0,Punt,-5,12,5,1:07
6,2,Missed FG,0,20,7,4:06
14,0,Punt,0,5,5,2:16
7,0,Punt,0,9,4,2:12
5,1,Punt,0,6,6,2:41
4,2,Touchdown,-10,68,7,2:34
20,0,End of Game,0,-1,2,0:31
12,0,Downs,0,7,5,1:32
3,1,Punt,-5,24,8,3:03
13,2,Touchdown,-10,45,6,2:15
15,1,Punt,-10,25,9,2:25
11,4,Field Goal,-5,66,15,7:21
16,2,Punt,0,23,8,4:06
19,2,Downs,0,35,8,2:21
17,4,Interception,5,55,13,4:50
10,2,Missed FG,0,27,7,0:32
18,0,Punt,0,-1,5,2:23
