drive,fds,result,penyds,ydsgained,numplays,postime
24,0,End of Game,0,3,2,0:28
20,0,Punt,0,0,1,0:21
21,0,Punt,0,1,1,2:30
22,1,Punt,0,8,5,1:31
23,0,Downs,0,2,6,2:03
1,4,Touchdown,0,80,12,4:45
3,4,Touchdown,-10,90,13,5:32
2,2,Touchdown,0,62,7,1:35
5,3,Punt,0,32,9,4:39
4,1,Punt,-5,15,9,3:17
7,2,Touchdown,0,57,6,1:29
6,0,Punt,0,5,4,0:39
9,1,Touchdown,0,80,5,0:48
8,6,Touchdown,0,80,12,4:36
11,0,End of Half,0,-1,1,0:21
10,4,Downs,21,33,15,2:19
13,5,Touchdown,0,92,12,5:13
12,3,Field Goal,-30,74,19,8:25
15,2,Touchdown,0,25,5,2:05
14,0,Interception,0,0,2,0:09
17,0,Punt,-10,3,6,1:40
16,1,Punt,2,8,7,1:47
19,0,Punt,-10,7,5,3:07
18,0,Downs,0,2,4,0:41
