drive,fds,result,penyds,ydsgained,numplays,postime
20,4,Interception,0,63,14,1:48
21,0,End of Game,0,-1,2,0:38
1,4,Field Goal,-10,82,15,6:27
3,1,Punt,0,8,8,2:58
2,1,Punt,-5,8,8,2:52
5,0,Punt,0,8,5,0:59
4,1,Punt,0,27,8,3:30
7,5,Touchdown,-5,85,16,5:27
6,0,Punt,0,5,5,1:01
9,3,Touchdown,0,70,7,1:26
8,4,Field Goal,-5,79,17,5:02
11,0,Punt,0,-4,5,1:36
10,0,End of Half,0,6,4,0:18
13,4,Touchdown,0,80,19,5:53
12,2,Field Goal,-10,86,10,3:59
15,3,Field Goal,5,52,11,3:33
14,3,Touchdown,0,80,10,4:02
17,4,Touchdown,5,39,8,1:58
16,1,Fumble,-10,33,6,2:31
19,0,Punt,0,5,5,1:35
18,0,Punt,-10,13,6,2:27
