drive,fds,result,penyds,ydsgained,numplays,postime
24,2,Touchdown,0,44,11,2:24
25,1,Interception,0,23,7,1:27
26,0,End of Game,0,-1,2,0:29
20,0,Punt,-10,5,6,2:39
21,1,Punt,0,19,6,2:24
22,1,Fumble,0,1,4,0:27
23,0,Punt,0,0,5,0:28
1,0,Punt,0,-6,5,1:40
3,0,Punt,-5,0,6,2:29
2,2,Field Goal,-11,34,10,3:40
5,0,Punt,-5,10,6,1:11
4,3,Touchdown,0,51,5,1:34
7,4,Touchdown,0,80,12,5:34
6,0,Fumble,0,3,2,0:44
9,0,Punt,0,7,4,1:29
8,0,Punt,-5,-11,6,2:14
11,1,Punt,0,21,6,2:26
10,1,Punt,0,24,7,2:51
13,4,Field Goal,5,51,11,2:09
12,0,Punt,0,9,4,1:36
15,1,Touchdown,0,30,4,0:52
14,0,End of Half,0,-2,2,0:23
17,3,Field Goal,36,27,10,3:17
16,4,Touchdown,-5,85,13,5:13
19,4,Field Goal,0,86,16,5:59
18,3,Punt,0,40,11,4:21
