drive,fds,result,penyds,ydsgained,numplays,postime
24,4,End of Game,-3,67,14,1:47
20,0,Interception,0,4,2,0:53
21,2,Touchdown,0,45,9,2:37
22,0,Interception,0,0,2,0:13
23,0,Field Goal,0,0,7,0:57
1,6,Touchdown,12,68,16,7:14
3,0,Punt,0,4,5,1:09
2,3,Field Goal,-5,59,13,4:56
5,1,Punt,-5,8,8,3:47
4,1,Field Goal,-5,17,6,1:46
7,0,Punt,0,7,4,1:32
6,0,Punt,-5,-4,5,1:54
9,4,Punt,5,44,15,2:10
8,3,Punt,20,27,11,4:45
11,1,Punt,0,15,7,1:48
10,0,End of Half,0,-2,2,0:47
13,0,Punt,-15,-2,5,0:56
12,0,Interception,0,5,3,1:33
15,1,Blocked FG,-5,54,9,3:51
14,4,Field Goal,5,73,10,4:16
17,5,Interception,0,78,12,4:35
16,2,Punt,-19,72,11,4:01
19,0,Interception,0,-15,3,0:59
18,0,Punt,0,4,4,1:34
