drive,fds,result,penyds,ydsgained,numplays,postime
24,2,Touchdown,0,80,6,1:15
25,2,Downs,-10,47,8,2:26
26,0,End of Game,0,-2,4,1:55
20,4,Touchdown,0,80,8,1:41
21,3,Punt,5,35,9,2:51
22,6,Touchdown,0,90,13,4:02
23,3,Field Goal,0,58,14,5:02
1,7,Touchdown,0,82,16,6:49
3,2,Field Goal,5,68,9,3:41
2,4,Touchdown,0,74,9,3:37
5,1,Touchdown,0,79,4,0:21
4,0,Punt,0,4,5,0:53
7,2,Touchdown,0,17,5,1:23
6,0,Fumble,0,0,2,0:11
9,7,Touchdown,4,77,19,7:23
8,3,Field Goal,0,61,13,3:51
11,0,End of Half,0,4,4,0:21
10,2,Interception,5,25,9,1:30
13,1,Touchdown,0,18,4,1:15
12,0,Interception,0,0,2,0:06
15,2,Fumble,0,19,6,2:47
14,4,Touchdown,0,80,7,1:52
17,0,Punt,0,5,5,1:42
16,3,Touchdown,-5,46,7,1:28
19,0,Field Goal,0,4,5,1:32
18,0,Interception,0,0,1,0:06
