drive,fds,result,penyds,ydsgained,numplays,postime
21,3,Touchdown,0,58,9,3:37
10,2,Missed FG,-5,45,10,4:01
25,0,End of Game,0,1,4,0:56
20,0,Punt,0,4,5,0:59
22,4,Touchdown,0,75,13,5:03
2,0,Punt,0,7,5,1:45
13,0,End of Half,0,-6,2,0:40
17,1,Field Goal,10,2,10,4:08
24,3,Touchdown,0,47,10,2:44
8,1,Field Goal,0,26,5,1:58
1,2,Touchdown,0,75,5,0:43
4,0,Punt,0,9,5,1:46
14,1,Punt,0,18,6,1:32
12,0,Punt,0,-2,6,0:33
6,1,Punt,0,17,6,1:30
16,0,Punt,0,6,4,1:22
19,1,Field Goal,0,16,8,3:34
23,2,Interception,0,25,8,4:10
7,1,Fumble,0,21,4,2:02
18,0,Interception,0,2,4,0:50
15,0,Punt,0,5,4,1:05
5,0,Punt,0,9,4,2:11
3,5,Touchdown,-25,87,17,8:24
11,1,Field Goal,-10,52,10,2:39
9,2,Touchdown,0,73,6,1:48
