drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Punt,0,43,8,4:00
10,0,Punt,0,4,4,0:56
20,5,Touchdown,15,73,13,4:46
6,0,Punt,0,6,4,1:22
18,1,Downs,0,19,6,2:02
1,2,Punt,0,27,10,4:31
5,0,Punt,0,6,6,1:06
13,5,"Blocked FG, Downs",0,71,14,6:18
21,0,Punt,0,4,7,1:01
23,1,Missed FG,0,23,6,0:18
11,3,Field Goal,0,57,16,3:00
14,4,Field Goal,0,73,11,5:13
8,0,Punt,0,8,5,1:52
19,0,Punt,0,2,4,1:34
22,4,Touchdown,24,43,11,1:46
12,0,End of Half,0,-1,3,0:09
16,1,Punt,0,12,7,2:59
7,4,Touchdown,5,49,8,3:28
3,0,Fumble,-4,-5,3,0:41
17,0,Punt,0,4,4,1:37
4,4,Field Goal,-15,69,17,7:20
2,0,Punt,0,9,4,1:35
15,1,Punt,0,19,7,2:26
