drive,fds,result,penyds,ydsgained,numplays,postime
24,5,Touchdown,8,40,10,4:32
25,0,Fumble,0,-20,2,0:06
26,2,Interception,0,41,8,1:19
27,0,End of Game,0,9,3,0:40
20,2,Punt,0,38,6,2:10
21,5,Touchdown,28,62,13,2:48
22,0,Punt,0,9,5,1:25
23,1,Downs,0,17,6,1:19
1,0,Punt,0,5,5,1:40
3,4,Touchdown,34,30,8,2:47
2,0,Punt,0,5,4,0:54
5,3,Touchdown,5,48,9,3:26
4,1,Interception,0,12,4,1:22
7,2,Field Goal,0,37,6,2:23
6,1,Punt,-5,10,8,2:33
9,2,Punt,0,14,10,3:44
8,1,Punt,0,14,8,3:00
11,2,Punt,-20,58,14,4:14
10,2,Punt,-5,31,9,3:41
13,2,Downs,0,41,8,2:43
12,0,End of Half,0,-1,1,0:16
15,1,Interception,0,20,4,1:23
14,0,Punt,0,0,4,0:29
17,2,Downs,-10,78,13,4:19
16,1,Field Goal,0,19,7,3:10
19,1,Missed FG,0,19,6,1:39
18,0,Punt,0,2,4,1:58
