drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Touchdown,0,38,2,0:07
24,1,Punt,0,19,13,2:22
10,1,Interception,0,17,4,0:20
20,0,Punt,0,-1,5,1:12
6,5,Downs,5,75,17,8:47
18,0,Punt,-6,7,5,2:35
25,1,End of Game,0,19,5,0:20
1,0,Punt,0,9,5,1:56
5,2,Punt,0,32,8,2:29
13,4,Touchdown,0,78,8,3:16
21,2,Punt,-10,23,9,4:36
23,0,Missed FG,0,4,4,1:35
11,2,Field Goal,0,60,8,0:58
14,0,Punt,0,1,5,1:29
8,1,Interception,0,11,6,1:07
19,3,Field Goal,0,47,11,5:28
22,0,Fumble,0,17,1,0:12
12,0,End of Half,0,2,3,0:29
16,1,Punt,0,18,5,2:14
7,1,Punt,-5,44,10,3:43
3,2,Punt,0,33,9,3:03
17,0,Punt,0,7,4,2:15
4,3,Punt,-5,31,12,5:59
2,0,Punt,0,4,4,1:02
15,0,Punt,0,-1,4,2:26
