drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Field Goal,5,5,7,1:26
21,1,Interception,0,10,3,0:27
22,0,End of Game,0,-1,2,0:42
1,2,Field Goal,0,64,11,4:54
3,4,Touchdown,0,80,11,4:39
2,1,Blocked Punt,0,18,8,2:53
5,5,Field Goal,0,71,18,9:45
4,1,Punt,0,3,7,2:34
7,5,Touchdown,15,65,16,2:48
6,0,Punt,-5,13,6,2:11
9,2,Punt,13,20,10,5:08
8,0,End of Half,0,3,4,0:16
11,1,Touchdown,0,14,3,0:38
10,1,Punt,0,39,6,2:55
13,0,Field Goal,-5,10,5,1:26
12,0,Fumble,0,2,4,1:33
15,2,Punt,0,34,13,3:51
14,1,Field Goal,-5,48,6,2:16
17,1,Field Goal,0,12,7,2:28
16,0,Punt,-6,1,5,1:29
19,0,Downs,0,4,6,0:41
18,4,Touchdown,-10,90,12,5:00
