drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,-3,5,1:57
24,0,Downs,5,2,5,0:47
10,2,Punt,0,35,8,3:59
20,2,Punt,0,18,8,3:10
6,0,Punt,-10,4,6,2:10
27,0,End of Game,0,-3,4,1:43
18,1,Punt,0,19,6,2:08
26,0,Downs,0,9,5,0:39
25,0,Downs,0,6,4,2:01
1,3,Field Goal,0,52,9,3:30
5,1,Touchdown,0,25,5,1:29
13,1,Field Goal,0,20,10,0:53
21,1,Interception,0,19,5,3:02
23,0,Punt,0,0,4,1:36
11,4,Touchdown,0,80,9,2:42
14,0,Punt,0,3,5,1:14
8,0,Punt,0,9,5,1:42
19,4,Touchdown,0,80,7,3:16
22,1,Fumble,0,20,4,0:39
12,0,Touchdown,0,0,2,0:14
16,1,Punt,0,27,6,1:44
7,3,Touchdown,0,41,6,2:25
3,2,Touchdown,0,13,6,2:54
17,4,Missed FG,-5,74,13,6:13
4,2,Interception,0,33,7,3:21
2,1,Punt,0,16,8,2:44
15,0,Punt,0,5,4,1:48
