drive,fds,result,penyds,ydsgained,numplays,postime
24,0,Punt,-5,8,5,1:22
25,1,Punt,0,12,7,3:31
26,3,End of Game,-5,39,15,4:07
20,2,Punt,0,38,7,3:21
21,0,Punt,0,-4,4,1:27
22,3,Fumble,0,32,9,4:26
23,0,Interception,0,0,1,0:07
1,3,Punt,-5,48,13,6:35
3,0,Fumble,0,-6,4,1:35
2,0,Punt,0,6,4,0:25
5,5,Touchdown,-5,87,13,4:20
4,2,Touchdown,0,14,7,2:48
7,0,Punt,0,5,4,1:36
6,2,Punt,0,25,7,2:07
9,4,Punt,-10,47,14,6:18
8,0,Punt,0,1,4,1:07
11,2,Field Goal,-5,46,14,1:32
10,1,Punt,0,21,9,1:35
13,0,Fumble,0,-1,2,0:10
12,0,End of Half,0,0,2,0:02
15,2,Touchdown,12,42,7,1:54
14,1,Touchdown,0,19,3,0:47
17,1,Punt,0,19,6,1:49
16,4,Touchdown,44,47,8,3:08
19,0,Punt,-15,4,4,1:02
18,1,Punt,0,15,6,2:49
