drive,fds,result,penyds,ydsgained,numplays,postime
20,3,Downs,5,28,15,4:23
21,0,Punt,0,9,7,0:38
22,1,Field Goal,48,0,2,0:12
23,0,Punt,0,4,7,1:40
1,2,Punt,-10,29,9,3:54
3,3,Missed FG,0,44,14,6:54
2,0,Punt,0,8,4,1:29
5,4,Touchdown,0,80,10,4:42
4,2,Field Goal,0,65,9,3:24
7,1,Punt,-5,19,7,2:45
6,2,Punt,5,26,9,3:28
9,0,End of Half,0,-1,2,0:18
8,4,Interception,0,82,13,3:06
11,0,Fumble,0,-7,1,0:05
10,0,Punt,0,6,5,1:34
13,0,Punt,0,7,5,1:36
12,1,Field Goal,0,14,5,1:56
15,1,Punt,0,20,8,2:23
14,2,Field Goal,0,43,6,3:20
17,2,Missed FG,15,26,7,2:52
16,2,Interception,5,19,5,1:18
19,3,Interception,15,43,9,4:05
18,2,Punt,-4,21,9,3:58
