drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1789,2,00:12,,8,2,96,MIA 8,0,BAL,
9,1719,1,00:39,,10,2,78,MIA 28,0,BAL,
9,1868,0,00:02,,0,2,97,MIA 2,1,BAL,XP
9,1636,2,01:50,,10,2,46,BAL 37,0,BAL,
9,1558,2,02:06,,4,2,34,BAL 24,0,BAL,
9,1695,1,01:11,,10,2,69,MIA 38,0,BAL,
9,1515,1,03:08,,10,2,15,BAL 3,0,BAL,
9,1813,0,00:08,,0,2,96,,0,,TIMEOUT
9,1619,0,01:50,,0,2,34,,0,,TIMEOUT
9,1537,1,02:38,,10,2,21,BAL 18,0,BAL,
9,1743,2,00:29,,1,2,89,MIA 19,0,BAL,
9,1830,0,00:08,,0,2,96,,0,,TIMEOUT
9,1767,1,00:20,,8,2,89,MIA 8,0,BAL,
9,1596,1,01:54,,10,2,34,BAL 37,0,BAL,
9,1579,0,01:54,,0,2,34,,0,,
9,1660,1,01:22,,10,2,59,BAL 49,0,BAL,
9,1847,3,00:08,,1,2,97,MIA 1,1,BAL,TD
18,3585,1,04:12,,10,4,57,MIA 24,0,BAL,
18,3667,1,03:39,,1,4,81,MIA 1,1,BAL,TD
18,3623,2,04:07,,10,4,80,MIA 24,0,BAL,
18,3492,1,06:28,,10,4,2,BAL 19,0,BAL,
18,3564,2,04:46,,10,4,57,BAL 32,0,BAL,
18,3687,0,03:34,,0,4,81,MIA 2,1,BAL,XP
18,3543,1,05:09,,10,4,13,BAL 32,0,BAL,
18,3516,2,05:44,,8,4,13,BAL 21,0,BAL,
18,3606,0,04:07,,0,4,57,,0,,TIMEOUT
6,940,1,14:33,,10,2,9,MIA 48,0,MIA,
6,983,3,13:04,,12,2,15,MIA 46,0,MIA,
6,916,1,15:00,,10,2,17,MIA 31,0,MIA,
6,1005,4,12:53,,12,2,15,MIA 46,0,MIA,PUNT
6,959,2,13:39,,18,2,15,MIA 40,0,MIA,
14,2775,3,02:22,,10,3,-5,BAL 6,0,BAL,
14,2732,1,03:07,,10,3,0,BAL 6,0,BAL,
14,2798,4,01:57,,15,3,-5,BAL 1,0,BAL,FUMBLE
14,2753,2,02:31,,10,3,0,BAL 6,0,BAL,
7,1141,2,09:53,,9,2,69,MIA 25,0,BAL,
7,1207,2,08:03,,7,2,74,MIA 12,0,BAL,
7,1096,1,11:05,,10,2,60,BAL 47,0,BAL,
7,1075,2,11:52,,1,2,33,BAL 43,0,BAL,
7,1186,1,08:58,,10,2,74,MIA 15,0,BAL,
7,1229,0,07:58,,0,2,74,,0,,TIMEOUT
7,1025,1,12:46,,10,2,20,BAL 14,0,BAL,
7,1120,1,10:29,,10,2,61,MIA 26,0,BAL,
7,1054,1,12:15,,10,2,29,BAL 34,0,BAL,
7,1165,3,09:31,,1,2,71,MIA 17,0,BAL,
7,1246,3,07:58,,7,2,74,MIA 12,0,BAL,INT
8,1454,3,04:03,,26,2,19,MIA 26,0,MIA,
8,1347,3,06:00,,6,2,22,MIA 35,0,MIA,
8,1273,1,07:53,,10,2,19,MIA 20,0,MIA,
8,1425,2,04:54,,15,2,6,MIA 37,0,MIA,FUMBLE
8,1478,4,03:30,,13,2,19,MIA 39,0,MIA,PUNT
8,1368,1,05:28,,10,2,22,MIA 42,0,MIA,
8,1326,2,06:30,,7,2,22,MIA 34,0,MIA,
8,1390,2,05:28,,10,2,17,MIA 42,0,MIA,PENALTY
8,1305,1,07:00,,10,2,22,MIA 31,0,MIA,
10,1884,0,00:02,,0,2,0,BAL 35,0,BAL,KICKOFF
10,1899,1,00:02,,10,2,-1,MIA 20,0,MIA,
