drive,fds,result,penyds,ydsgained,numplays,postime
11,4,Touchdown,0,88,11,4:56
10,1,Punt,5,28,8,2:04
13,0,Punt,-10,4,5,1:21
12,0,Punt,-10,17,6,2:09
15,5,Touchdown,28,52,16,4:25
14,4,Touchdown,0,61,8,3:16
17,5,Touchdown,2,78,11,2:44
16,4,Field Goal,-10,84,16,7:20
19,0,End of Game,0,9,5,0:21
18,6,Touchdown,8,74,14,1:24
1,2,Field Goal,0,55,9,3:41
3,1,Punt,0,11,8,3:20
2,2,Field Goal,0,76,10,4:57
5,1,Punt,0,13,8,4:13
4,6,Touchdown,5,76,17,5:47
7,4,Field Goal,5,71,14,2:56
6,3,Field Goal,0,43,10,4:05
9,0,End of Half,0,-1,2,0:05
8,4,Interception,0,66,12,0:56
