drive,fds,result,penyds,ydsgained,numplays,postime
18,1,Punt,0,13,6,1:24
15,5,Touchdown,20,55,13,4:55
2,0,Punt,0,-6,5,1:34
1,2,Field Goal,-5,56,10,2:52
17,2,Missed FG,0,38,10,3:40
23,0,End of Game,0,-2,3,1:08
11,5,Touchdown,20,33,12,5:29
14,7,Touchdown,9,66,19,5:51
8,0,Punt,0,-3,5,1:12
4,2,Punt,0,29,10,4:09
13,1,End of Half,0,13,4,0:49
7,0,Punt,5,3,5,1:52
5,5,Field Goal,-1,78,13,5:14
20,4,Interception,0,43,11,4:50
22,0,Downs,0,3,7,2:03
3,0,Punt,0,5,4,1:22
6,1,Punt,5,-2,6,1:33
19,0,Punt,0,4,4,1:38
21,0,Field Goal,0,7,7,0:20
10,1,Fumble,0,15,3,1:06
9,0,Punt,0,3,4,1:35
12,3,Fumble,22,6,9,1:13
16,3,Fumble,8,26,13,4:11
