drive,fds,result,penyds,ydsgained,numplays,postime
11,0,End of Half,0,3,3,0:09
10,3,Field Goal,0,58,14,1:44
13,3,Punt,-15,60,12,5:25
12,1,Punt,0,15,7,3:02
15,3,Fumble,0,71,12,5:52
14,3,Field Goal,0,68,8,3:17
17,1,Punt,0,21,6,2:04
16,0,Interception,0,-2,2,0:52
19,0,Punt,0,5,4,1:23
18,1,Punt,0,22,7,4:00
20,3,End of Game,0,45,15,4:05
1,0,Punt,0,5,5,1:35
3,1,Punt,0,17,7,3:03
2,4,Field Goal,-10,53,17,8:08
5,3,Field Goal,0,65,10,3:35
4,0,Punt,0,9,5,1:04
7,1,Punt,0,9,6,2:40
6,0,Interception,-19,1,7,2:00
9,5,Touchdown,-5,75,14,4:53
8,0,Punt,0,9,4,1:09
