drive,fds,result,penyds,ydsgained,numplays,postime
24,3,Interception,20,18,10,1:32
25,0,End of Game,0,0,2,0:16
20,2,Field Goal,0,75,9,2:53
21,2,Fumble,0,26,8,3:02
22,0,Punt,0,-5,4,0:54
23,0,Punt,0,8,7,0:44
1,0,Punt,0,2,5,1:53
3,0,Punt,0,0,4,1:48
2,1,Punt,0,22,5,2:28
5,2,Punt,0,25,7,2:50
4,0,Punt,0,-4,4,1:37
7,2,Punt,0,35,9,4:03
6,5,Interception,0,72,8,4:24
9,1,Fumble,15,14,4,1:09
8,0,Punt,0,5,4,1:54
11,2,Punt,0,33,8,2:15
10,3,Field Goal,0,49,10,4:42
13,1,Field Goal,0,25,6,0:29
12,0,Punt,0,7,7,0:20
15,0,Punt,0,0,5,0:36
14,0,End of Half,0,0,2,0:08
17,5,Field Goal,0,59,13,6:17
16,1,Punt,0,3,6,2:24
19,5,Touchdown,-4,97,18,7:48
18,1,Punt,5,23,8,3:34
