drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1559,2,02:27,,9,2,17,SEA 48,0,SEA,
9,1620,3,02:00,,8,2,21,SEA 49,0,SEA,
9,1644,1,01:25,,10,2,24,SF 42,0,SEA,
9,1513,2,03:46,,3,2,10,SEA 44,0,SEA,
9,1597,3,02:00,,3,2,12,SF 46,0,SEA,PENALTY
9,1669,2,01:15,,7,2,23,SF 39,0,SEA,
9,1746,4,00:27,,6,2,25,SF 38,0,SEA,PENALTY
9,1729,0,00:27,,0,2,25,,0,,TIMEOUT
9,1534,1,03:03,,10,2,11,SEA 47,0,SEA,
9,1688,0,01:07,,0,2,23,,0,,TIMEOUT
9,1488,1,04:20,,10,2,7,SEA 37,0,SEA,
9,1705,3,01:07,,8,2,25,SF 40,0,SEA,
10,1780,1,00:20,,10,2,-1,SF 23,0,SF,
20,3419,2,05:04,,18,4,7,SF 36,0,SEA,
20,3464,4,03:43,,11,4,11,SF 29,1,SEA,FG
20,3360,0,05:10,,0,4,14,,0,,TIMEOUT
20,3382,2,05:10,,8,4,11,SF 26,0,SEA,PENALTY
20,3268,1,07:37,,10,4,2,SF 40,0,SEA,
20,3315,3,06:50,,8,4,12,SF 38,0,SEA,
20,3440,3,04:23,,15,4,11,SF 33,0,SEA,
20,3339,1,06:03,,10,4,14,SF 28,0,SEA,
20,3293,2,06:56,,8,4,2,SF 38,0,SEA,
6,825,1,14:49,,10,2,0,SF 14,0,SF,
6,879,3,14:04,,9,2,6,SF 15,0,SF,PENALTY
6,1088,4,10:10,,1,2,86,SEA 1,1,SF,TD
6,1017,3,10:21,,1,2,86,SEA 1,0,SF,
6,996,2,10:59,,8,2,85,SEA 8,0,SF,
6,912,1,13:58,,10,2,6,SF 20,0,SF,
6,975,1,11:43,,10,2,78,SEA 10,0,SF,
6,1109,0,10:03,,0,2,86,SEA 2,1,SF,XP
6,858,2,14:43,,10,2,1,SF 14,0,SF,
6,933,2,13:15,,10,2,18,SF 20,0,SF,
6,954,1,12:30,,10,2,76,SF 32,0,SF,
18,3097,2,09:23,,5,4,-4,SF 5,0,SEA,PENALTY
18,3180,4,08:29,,1,4,-9,SF 1,0,SEA,FUMBLE
18,3142,3,08:54,,10,4,5,SF 10,0,SEA,FUMBLE
18,3120,2,08:59,,10,4,-4,SF 10,0,SEA,
18,3076,1,10:07,,6,4,1,SF 6,0,SEA,
1,55,1,15:00,,10,1,-5,SEA 20,0,SEA,FUMBLE
1,36,0,15:00,,0,1,0,SF 35,0,SF,KICKOFF
5,796,4,15:00,,20,2,40,SEA 41,0,SEA,FUMBLE
