drive,fds,result,penyds,ydsgained,numplays,postime
9,4,Field Goal,-5,70,16,4:37
10,0,End of Half,0,-1,3,0:11
20,3,Touchdown,0,45,5,1:18
6,3,Punt,0,43,12,5:20
18,4,Field Goal,0,76,14,7:17
1,0,Punt,-5,5,6,1:27
5,2,Punt,-10,41,9,4:06
13,2,Touchdown,-10,88,7,2:41
21,3,Missed FG,0,48,12,0:41
23,2,Field Goal,0,59,10,5:10
11,1,Punt,0,15,8,2:49
14,0,Punt,-10,13,6,2:34
8,0,Punt,0,2,4,1:01
19,0,Punt,-15,9,8,0:28
22,1,Punt,0,32,6,2:05
12,3,Touchdown,0,71,7,3:22
16,0,Punt,0,7,4,2:10
7,1,Punt,-10,20,9,4:13
3,1,Interception,0,19,4,1:24
17,3,Touchdown,0,30,5,2:16
4,3,Fumble,0,52,11,6:44
2,0,Punt,0,0,4,0:57
15,3,Interception,0,42,9,4:24
