drive,fds,result,penyds,ydsgained,numplays,postime
24,2,End of Game,0,72,5,0:21
20,0,Punt,0,8,4,1:34
21,6,Touchdown,16,60,15,5:11
22,3,Downs,5,44,12,1:38
23,0,Punt,0,-2,7,1:10
1,1,Punt,0,17,7,2:49
3,3,Field Goal,-5,46,13,7:14
2,0,Punt,0,8,4,1:41
5,1,Punt,0,19,5,1:57
4,1,Punt,-15,28,9,3:31
7,0,Missed FG,-10,15,6,2:45
6,0,Safety,-6,-1,2,0:39
9,4,Field Goal,5,52,14,5:50
8,0,Punt,0,9,4,1:26
11,1,Punt,0,27,6,1:23
10,0,Punt,0,2,7,0:32
13,0,Punt,0,6,5,1:27
12,0,End of Half,0,-1,2,0:13
15,3,Touchdown,15,66,7,1:29
14,4,Field Goal,0,62,14,7:30
17,1,Punt,0,15,7,1:51
16,2,Field Goal,5,21,8,2:32
19,1,Punt,0,3,6,3:06
18,1,Punt,-10,27,8,2:11
