drive,fds,result,penyds,ydsgained,numplays,postime
20,5,Touchdown,-10,90,15,5:45
21,1,Field Goal,-5,29,11,1:43
22,0,Interception,0,0,2,0:08
23,1,End of Game,0,19,2,0:30
1,4,Touchdown,15,63,10,4:03
3,3,Punt,5,34,9,4:31
2,0,Punt,0,9,5,2:12
5,1,Punt,5,11,8,3:09
4,5,Field Goal,5,76,16,6:25
7,0,Punt,-5,11,5,1:47
6,0,Punt,0,0,4,1:32
9,1,Punt,0,12,7,1:12
8,4,Field Goal,39,37,9,3:49
11,0,Punt,0,6,5,1:39
10,4,Field Goal,15,56,11,1:20
13,2,Field Goal,-5,47,8,2:40
12,1,Interception,0,32,5,2:41
15,1,Punt,5,23,8,3:47
14,3,Field Goal,0,58,12,6:11
17,0,Punt,0,4,4,1:02
16,1,Punt,0,30,6,2:05
19,0,Field Goal,0,-1,4,0:56
18,0,Interception,0,8,3,0:53
