drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1458,1,08:01,,10,2,6,CLE 14,0,CLE,
9,1552,4,06:00,,4,2,6,CLE 20,0,CLE,PUNT
9,1512,0,06:44,,0,2,8,,0,,TIMEOUT
9,1529,3,06:44,,2,2,6,CLE 22,0,CLE,
9,1491,2,07:25,,6,2,8,CLE 18,0,CLE,
24,3893,4,03:49,,25,4,21,HOU 45,0,CLE,PUNT
24,3733,1,07:57,,10,4,9,CLE 34,0,CLE,
24,3757,2,07:16,,1,4,9,CLE 43,0,CLE,
24,3779,3,07:11,,1,4,23,CLE 43,0,CLE,
24,3845,2,05:20,,7,4,30,HOU 27,0,CLE,
24,3864,3,04:37,,16,4,21,HOU 36,0,CLE,FUMBLE
24,3824,1,06:01,,10,4,39,HOU 30,0,CLE,
24,3800,1,06:39,,10,4,36,HOU 43,0,CLE,
10,1603,1,05:29,,10,2,71,HOU 34,0,HOU,
10,1767,0,03:04,,0,2,71,CLE 1,1,HOU,PENALTY
10,1672,3,04:00,,1,2,69,CLE 41,0,HOU,
10,1699,1,03:49,,2,2,70,CLE 2,0,HOU,
10,1571,1,05:53,,10,2,71,HOU 29,0,HOU,PENALTY
10,1627,1,05:08,,10,2,21,50,0,HOU,
10,1648,2,04:38,,10,2,30,50,0,HOU,
10,1740,0,03:04,,0,2,71,CLE 2,0,HOU,PENALTY
10,1720,2,03:10,,1,2,71,CLE 1,1,HOU,TD
20,3217,0,,,0,3,-2,,0,,
20,3196,1,00:20,,10,3,-2,HOU 11,0,HOU,
20,3279,2,13:40,,5,4,21,HOU 32,1,HOU,TD
20,3234,2,15:00,,12,4,16,HOU 9,0,HOU,
20,3258,1,14:15,,10,4,21,HOU 27,0,HOU,
6,932,2,00:04,,5,1,25,CLE 30,0,CLE,
6,1045,2,13:18,,4,2,56,HOU 22,0,CLE,
6,1087,1,11:51,,10,2,53,HOU 17,0,CLE,PENALTY
6,1024,1,13:51,,10,2,53,HOU 28,0,CLE,
6,911,1,00:41,,10,1,5,CLE 25,0,CLE,
6,982,1,15:00,,10,2,33,50,0,CLE,
6,1066,3,12:38,,1,2,58,HOU 19,0,CLE,
6,896,0,00:41,,0,1,0,HOU 35,0,HOU,KICKOFF
