drive,fds,result,penyds,ydsgained,numplays,postime
24,2,Downs,42,3,10,3:08
25,0,End of Game,0,-1,2,0:36
20,1,Punt,0,14,6,2:52
21,3,Downs,0,56,10,2:16
22,2,Field Goal,0,85,10,4:38
23,0,Punt,0,6,5,0:25
1,4,Touchdown,-5,85,13,4:53
3,0,Punt,0,7,4,1:26
2,1,Punt,0,19,7,3:25
5,2,Punt,-10,24,8,3:23
4,0,Interception,-5,0,2,0:06
7,3,Punt,32,26,8,3:23
6,1,Punt,-5,38,8,2:42
9,3,Punt,0,48,9,4:59
8,1,Punt,0,21,7,3:44
11,3,Field Goal,-10,55,11,0:54
10,0,Punt,0,5,4,0:59
13,0,Punt,0,0,5,0:32
12,0,End of Half,0,-1,3,0:06
15,1,Field Goal,0,34,5,1:12
14,0,Punt,0,-2,4,1:46
17,0,Punt,0,5,5,1:35
16,5,Touchdown,0,98,12,5:37
19,2,Punt,0,30,8,2:35
18,4,Touchdown,0,81,8,2:48
