drive,fds,result,penyds,ydsgained,numplays,postime
1,0,Punt,-10,18,6,2:15
9,0,Punt,0,5,5,0:38
18,1,Field Goal,0,11,7,3:06
20,2,Field Goal,0,46,6,0:24
15,8,Touchdown,6,85,14,6:32
16,4,Touchdown,42,38,6,1:15
14,0,Punt,0,0,5,1:08
19,5,Touchdown,0,80,13,2:14
17,1,Interception,0,15,5,2:15
6,4,Field Goal,5,51,14,5:05
12,2,Missed FG,0,27,10,4:32
8,1,Fumble,0,24,6,2:57
13,3,Field Goal,10,37,12,4:47
5,5,Touchdown,5,62,15,6:47
10,1,Missed FG,0,25,8,1:39
2,2,Interception,0,35,5,2:09
3,1,Punt,0,19,6,3:06
7,1,Interception,0,14,8,1:53
11,3,Missed FG,0,50,11,3:47
21,2,Interception,0,30,8,2:45
4,1,Punt,0,17,7,3:31
