drive,fds,result,penyds,ydsgained,numplays,postime
24,0,Fumble,0,-1,3,0:13
25,0,Downs,-10,19,6,0:51
26,2,Touchdown,0,36,9,1:48
27,1,End of Game,0,10,3,0:13
20,1,Punt,0,24,8,3:15
21,1,Punt,0,17,7,3:30
22,4,Touchdown,0,44,10,4:39
23,2,Downs,-10,27,10,1:30
1,1,Punt,0,20,8,3:41
3,2,Punt,-10,33,9,3:12
2,3,Punt,15,18,9,3:01
5,1,Punt,0,17,5,1:44
4,0,Punt,0,-8,4,1:23
7,2,Missed FG,0,53,6,2:29
6,1,Punt,0,8,9,4:38
9,1,Punt,0,13,7,2:21
8,4,Touchdown,0,62,7,3:14
11,4,Field Goal,0,74,10,1:35
10,3,Touchdown,0,76,12,2:42
13,2,Touchdown,5,14,6,1:21
12,0,Fumble,0,1,4,1:32
15,0,Field Goal,0,0,5,0:42
14,5,Touchdown,0,66,12,5:31
17,0,Punt,0,6,4,1:30
16,0,Punt,0,2,5,1:42
19,1,Punt,0,29,6,1:39
18,0,Safety,0,-1,1,0:04
