drive,fds,result,penyds,ydsgained,numplays,postime
24,2,Interception,7,18,8,1:29
25,0,End of Game,0,-2,3,1:06
20,2,Punt,0,27,8,2:12
21,0,Punt,0,1,4,2:06
22,5,Touchdown,-15,98,15,3:03
23,3,Touchdown,-20,68,15,1:37
1,0,Punt,0,4,5,1:34
3,3,Field Goal,5,58,10,3:15
2,0,Punt,0,2,4,1:05
5,2,Punt,5,22,9,4:33
4,4,Interception,10,39,12,4:26
7,2,Field Goal,25,45,9,2:14
6,0,Field Goal,0,3,5,0:15
9,2,Field Goal,-10,66,13,3:43
8,5,Touchdown,0,75,13,7:06
11,0,End of Half,0,-1,3,0:11
10,3,Touchdown,0,75,11,1:38
13,1,Punt,0,14,7,2:46
12,2,Field Goal,0,39,8,2:49
15,0,Punt,-15,1,6,1:30
14,0,Punt,0,2,4,1:18
17,1,Field Goal,5,7,6,2:17
16,0,Punt,0,-1,4,1:52
19,3,Field Goal,30,8,8,3:44
18,0,Punt,-15,10,5,2:11
