drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Punt,0,18,7,4:18
5,0,Punt,-5,4,5,1:21
6,0,Punt,0,6,5,1:35
18,1,Interception,-10,24,5,1:24
8,2,Punt,-10,24,15,4:36
21,0,Punt,0,6,6,2:20
7,0,Punt,0,-4,4,2:01
4,3,Fumble,15,30,7,3:11
10,1,Interception,-5,16,4,1:26
17,6,Touchdown,10,53,17,7:43
14,4,Touchdown,0,72,10,1:33
13,0,Punt,0,4,5,0:51
16,2,Missed FG,0,43,11,3:08
2,0,Fumble,0,-13,2,0:08
19,2,Touchdown,0,42,7,2:51
3,1,Touchdown,0,3,4,0:45
15,0,End of Half,0,-1,3,0:08
12,0,Punt,0,8,5,2:16
20,6,Touchdown,5,70,19,8:53
11,2,Touchdown,0,60,3,0:40
22,1,End of Game,-12,28,10,3:41
1,5,Touchdown,0,75,12,5:11
