drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,-5,6,5,1:50
24,0,End of Game,0,-4,5,1:47
10,0,Field Goal,-10,11,5,1:55
20,0,Field Goal,0,-3,6,1:37
6,4,Touchdown,0,74,14,4:08
18,0,Punt,-10,-3,5,1:46
1,0,Punt,-5,4,6,2:08
5,4,Field Goal,1,52,14,5:03
13,0,End of Half,0,0,3,0:01
21,3,Interception,-5,43,9,3:08
23,1,Downs,0,36,11,1:27
11,3,Field Goal,0,58,12,2:09
14,0,Punt,-10,11,6,2:15
8,2,Punt,-5,35,12,3:50
19,1,Downs,0,20,7,2:54
22,4,Field Goal,15,38,19,7:30
12,3,Field Goal,0,38,8,0:41
16,3,Touchdown,0,69,6,1:27
7,4,Touchdown,28,51,6,1:15
3,2,Punt,-5,40,9,3:30
17,0,Interception,-10,-3,4,1:11
4,0,Punt,0,6,4,1:43
2,0,Punt,0,0,4,1:47
15,3,Field Goal,-10,59,12,4:58
