drive,fds,result,penyds,ydsgained,numplays,postime
24,2,Punt,-4,37,10,3:13
25,4,Interception,0,57,10,3:55
26,2,Field Goal,12,13,9,1:13
27,3,Touchdown,0,80,9,0:41
20,0,Safety,0,-8,4,1:46
21,1,Punt,5,12,7,1:55
22,0,Interception,0,0,1,0:10
23,2,Touchdown,0,19,6,1:42
28,0,End of Half,0,-1,3,0:18
29,8,Touchdown,5,75,15,5:46
1,0,Punt,0,5,5,1:27
3,1,Field Goal,0,21,5,2:50
2,0,Fumble,0,9,1,0:10
5,0,Punt,-5,5,6,2:15
4,5,Field Goal,5,70,17,7:06
7,2,Punt,0,29,8,4:42
6,1,Punt,5,1,5,1:59
9,3,Touchdown,-5,78,7,2:22
8,2,Punt,0,23,9,4:04
11,5,Touchdown,0,68,13,2:26
10,0,Punt,0,0,5,0:27
13,0,Punt,0,8,5,1:15
12,0,End of Half,0,-1,2,0:12
15,1,Punt,0,35,6,2:04
14,1,Punt,0,21,6,3:41
17,0,Punt,0,0,4,0:27
16,0,Punt,0,8,4,1:29
19,1,Punt,-5,19,7,1:45
18,2,Missed FG,0,33,8,4:26
