drive,fds,result,penyds,ydsgained,numplays,postime
1,6,Touchdown,1,72,17,7:06
21,1,Punt,0,12,6,2:05
17,0,Punt,0,-7,4,1:45
7,0,Punt,0,8,5,1:44
10,5,Touchdown,0,81,13,2:59
20,1,Punt,0,8,7,3:42
4,0,Punt,0,4,4,1:37
6,3,Touchdown,0,74,8,2:59
13,3,Punt,-30,58,11,5:09
14,0,Interception,0,8,3,1:38
11,3,End of Half,0,54,8,0:35
5,3,Touchdown,-5,64,10,4:02
22,2,Field Goal,0,40,10,3:57
9,0,Punt,0,9,4,1:38
19,0,Punt,0,0,5,2:10
12,1,Punt,0,27,7,3:10
18,4,Touchdown,0,46,5,1:28
8,0,Punt,0,5,4,1:50
2,0,Punt,0,1,5,2:01
16,0,Punt,0,-6,5,1:46
24,0,End of Game,0,-2,3,1:18
15,0,Field Goal,-5,2,4,0:38
3,1,Punt,-5,20,7,3:29
23,1,Fumble,0,31,9,1:14
