drive,fds,result,penyds,ydsgained,numplays,postime
11,0,Punt,0,8,5,1:02
10,4,Touchdown,0,75,9,3:23
13,0,Punt,0,6,5,1:38
12,1,Field Goal,0,32,6,2:47
15,1,Punt,0,18,6,2:20
14,2,Punt,0,32,7,3:27
17,4,Fumble,0,55,9,2:37
16,3,Field Goal,0,52,12,5:32
19,0,Downs,-10,2,5,0:42
18,1,Punt,-5,27,9,3:42
20,1,End of Game,0,11,7,2:50
1,4,Touchdown,0,46,10,3:02
3,1,Interception,5,5,3,0:45
2,1,Punt,0,14,7,3:30
5,2,Missed FG,-10,54,13,6:47
4,5,Touchdown,0,57,12,5:27
7,2,Downs,0,44,9,3:57
6,3,Touchdown,0,58,7,3:18
9,2,Field Goal,0,44,6,0:25
8,1,Missed FG,0,48,8,2:49
