drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Downs,0,42,10,4:26
17,5,Field Goal,0,73,12,5:51
4,0,Punt,-10,2,6,0:37
5,1,Punt,0,11,6,2:30
15,2,Touchdown,-10,85,10,3:44
6,1,Punt,0,12,6,2:47
16,2,Punt,0,36,8,2:34
20,0,End of Game,0,-3,5,1:52
19,1,Punt,0,23,10,2:11
13,1,End of Half,-5,22,5,0:08
1,1,Punt,0,16,6,1:59
18,4,Interception,-5,57,17,6:06
8,0,Punt,0,4,4,0:54
11,2,Missed FG,-5,43,12,1:40
2,0,Punt,0,7,4,1:24
10,2,Field Goal,-5,36,13,4:11
12,2,Interception,0,38,7,0:31
14,5,Field Goal,-5,71,15,7:42
3,6,Touchdown,16,67,13,5:02
7,1,Punt,-10,29,8,3:51
