drive,fds,result,penyds,ydsgained,numplays,postime
20,0,Punt,0,5,8,0:38
21,7,Touchdown,0,91,14,2:32
22,0,End of Game,0,0,2,0:01
1,1,Punt,-5,22,8,3:39
3,3,Field Goal,10,44,12,5:34
2,1,Punt,-5,12,7,2:16
5,2,Touchdown,0,66,6,1:59
4,0,Punt,0,7,5,1:39
7,5,Touchdown,15,54,9,3:25
6,0,Punt,0,4,5,0:52
9,3,Touchdown,0,62,5,1:43
8,0,Punt,0,6,5,1:44
11,6,Field Goal,-4,94,16,3:13
10,2,Punt,0,31,12,3:56
13,3,Touchdown,0,75,9,4:12
12,6,Touchdown,0,75,13,3:55
15,0,Punt,-15,17,5,2:08
14,1,Punt,-10,25,7,2:03
17,5,Downs,-10,66,15,4:30
16,2,Field Goal,-15,35,10,5:10
19,5,Touchdown,5,53,9,2:08
18,0,Punt,0,8,4,2:43
