drive,fds,result,penyds,ydsgained,numplays,postime
24,1,Punt,-5,17,12,1:18
25,1,Downs,0,25,5,0:48
26,0,Punt,-11,5,8,1:55
27,0,End of Game,-5,-6,4,0:55
20,3,Touchdown,0,65,7,3:02
21,3,Punt,-10,61,12,5:34
22,3,Field Goal,0,62,11,4:42
23,5,Touchdown,25,55,13,2:10
1,0,Punt,-5,3,6,0:56
3,1,Punt,0,9,6,1:28
2,2,Field Goal,5,12,8,1:31
5,0,Punt,0,4,4,1:32
4,0,Punt,0,9,5,1:15
7,0,Fumble,0,2,1,0:08
6,1,Fumble,0,24,6,2:42
9,6,Touchdown,16,64,15,4:40
8,2,Touchdown,0,84,6,2:25
11,4,Field Goal,10,69,15,6:10
10,7,Touchdown,5,74,14,4:18
13,3,End of Half,5,32,6,0:32
12,3,Missed FG,0,46,12,2:23
15,0,Punt,0,3,4,1:07
14,0,Punt,0,1,5,1:02
17,1,Punt,-10,20,7,3:00
16,1,Punt,-10,14,7,1:45
19,0,Punt,0,3,4,1:07
18,1,Punt,0,14,6,1:35
