drive,fds,result,penyds,ydsgained,numplays,postime
24,2,End of Game,0,31,11,3:41
20,0,Punt,0,4,5,1:04
21,3,Touchdown,-5,80,9,2:27
22,0,Punt,0,9,5,2:22
23,0,Punt,0,8,4,0:55
1,5,Field Goal,0,71,16,6:24
3,0,Punt,0,7,5,1:30
2,1,Field Goal,0,47,8,3:32
5,0,Punt,-5,4,5,1:23
4,2,Punt,-18,34,11,4:32
7,0,Punt,0,9,4,1:41
6,0,Punt,0,0,4,1:40
9,0,Punt,0,-12,5,1:50
8,2,Touchdown,0,83,6,2:59
11,0,Punt,0,2,7,1:07
10,0,Punt,0,5,4,2:14
13,1,End of Half,0,17,7,0:22
12,3,Touchdown,0,47,8,0:46
15,4,Touchdown,0,74,14,4:39
14,1,Punt,0,10,7,2:55
17,2,Interception,-5,39,8,1:50
16,6,Touchdown,0,90,17,7:32
19,2,Fumble,0,20,3,0:59
18,0,Missed FG,0,0,4,1:36
