drive,fds,result,penyds,ydsgained,numplays,postime
1,0,Fumble,0,-2,2,0:10
9,1,Field Goal,0,17,5,1:12
24,1,End of Game,0,20,7,3:31
18,1,Touchdown,0,80,3,0:13
20,1,Punt,5,-12,9,3:19
15,0,Punt,-5,3,5,1:24
16,4,Touchdown,0,67,9,3:40
14,0,Punt,0,7,4,2:07
19,1,Punt,5,-7,6,1:04
17,2,Field Goal,0,42,9,3:24
23,3,Downs,0,39,14,5:52
6,6,Touchdown,0,80,20,8:28
12,0,End of Half,0,-1,3,0:08
8,0,Punt,0,8,5,1:19
13,1,Punt,0,16,8,2:04
5,4,Field Goal,0,67,12,4:18
10,2,Interception,0,25,6,1:20
2,2,Touchdown,0,16,7,1:49
3,1,Punt,0,-1,6,2:04
7,4,Field Goal,17,45,17,4:55
11,7,Touchdown,15,82,14,1:44
22,1,Punt,0,18,6,2:21
21,0,Punt,0,7,4,1:01
4,2,Touchdown,0,84,7,2:33
