drive,fds,result,penyds,ydsgained,numplays,postime
24,0,End of Game,0,-1,2,0:05
20,0,Safety,-5,0,2,0:10
21,4,Touchdown,-5,72,15,7:20
22,5,Interception,0,53,12,2:26
23,2,Punt,0,35,10,2:43
1,2,Field Goal,0,67,8,3:04
3,0,Punt,0,0,5,0:47
2,5,Touchdown,0,80,11,4:43
5,0,Interception,0,5,3,0:41
4,6,Touchdown,-10,86,15,6:29
7,4,Touchdown,5,82,10,3:03
6,3,Touchdown,5,81,9,2:40
9,3,Touchdown,0,77,5,2:26
8,0,Punt,0,4,5,0:59
11,2,Blocked Punt,0,46,11,1:21
10,4,Touchdown,0,80,11,3:12
13,4,Touchdown,0,80,14,5:01
12,3,Field Goal,4,56,9,0:35
15,0,Punt,0,8,4,1:34
14,2,Punt,5,3,7,1:41
17,0,Fumble,0,16,2,0:12
16,6,Touchdown,5,64,10,3:06
19,4,Fumble,18,57,13,4:51
18,1,Touchdown,0,36,5,0:51
