drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Punt,0,36,7,2:42
10,6,Field Goal,-10,84,24,8:04
20,1,Punt,0,31,8,2:02
6,0,Punt,0,7,4,1:29
18,0,Punt,0,1,5,1:03
1,0,Punt,0,3,5,1:25
5,0,Punt,0,6,5,1:27
13,2,Punt,-5,37,8,2:39
21,2,Fumble,0,38,8,1:33
11,2,End of Half,-10,40,11,1:27
14,0,Punt,0,8,4,1:38
8,2,Punt,-10,24,9,3:40
19,4,Field Goal,0,39,11,4:27
22,0,End of Game,0,-3,5,0:53
12,2,Punt,0,29,9,4:19
16,0,Punt,0,-3,4,2:13
7,1,Punt,0,21,5,1:59
3,0,Fumble,0,13,3,0:41
17,3,Touchdown,-10,36,7,2:36
4,0,Field Goal,0,5,4,1:00
2,5,Touchdown,0,70,13,6:06
15,3,Downs,-10,79,15,6:37
