drive,fds,result,penyds,ydsgained,numplays,postime
17,1,Field Goal,-11,17,7,2:34
16,7,Touchdown,-10,97,18,8:24
20,2,Touchdown,0,87,10,1:32
19,3,Downs,15,47,11,3:10
8,0,Punt,0,4,5,1:02
18,3,Touchdown,0,75,6,1:58
11,0,Punt,0,5,5,1:09
2,3,Field Goal,0,52,11,4:30
14,1,Field Goal,0,26,5,2:03
7,0,End of Half,0,-1,3,0:14
9,0,Interception,0,0,1,0:08
4,5,Touchdown,0,73,13,4:53
5,4,Field Goal,0,72,14,6:44
15,0,Punt,0,4,5,1:10
6,5,Field Goal,8,61,15,3:56
21,1,End of Game,0,20,5,0:47
13,0,Fumble,0,14,2,0:56
3,3,Field Goal,5,56,12,5:58
1,2,Field Goal,5,25,10,3:45
10,3,Field Goal,15,30,9,4:07
12,0,Punt,0,6,4,1:00
