drive,fds,result,penyds,ydsgained,numplays,postime
20,4,Touchdown,-10,90,16,6:05
21,0,Punt,0,3,8,0:37
22,1,Interception,0,36,6,0:32
23,0,End of Game,0,-1,5,0:55
1,0,Punt,-14,5,7,2:25
3,1,Field Goal,0,18,6,2:30
2,0,Interception,0,1,3,0:55
5,4,Interception,0,72,10,4:31
4,5,Field Goal,-9,73,17,8:07
7,2,Blocked FG,0,52,9,4:50
6,0,Punt,0,9,5,2:17
9,1,Punt,15,4,11,0:45
8,0,Punt,0,9,4,2:07
11,0,End of Half,0,0,2,0:02
10,4,Field Goal,0,54,11,1:31
13,3,Touchdown,-10,71,7,2:49
12,0,Punt,0,9,5,2:21
15,0,Punt,-10,13,6,2:18
14,0,Fumble,0,-7,3,0:21
17,2,Fumble,0,67,8,4:11
16,2,Touchdown,0,21,4,0:53
19,5,Touchdown,-10,103,15,7:16
18,1,Punt,0,21,5,1:42
