drive,fds,result,penyds,ydsgained,numplays,postime
9,7,Touchdown,3,71,20,7:10
24,2,Field Goal,-10,41,9,4:41
10,0,Punt,0,7,5,1:32
20,2,Field Goal,0,26,11,4:32
6,1,Punt,0,19,7,2:01
27,0,End of Game,0,-1,2,0:09
18,0,Punt,-5,5,5,1:27
26,2,Downs,0,38,13,1:35
25,1,Interception,0,20,6,0:35
1,0,Punt,0,2,5,0:59
5,1,Punt,0,12,6,2:14
13,2,Touchdown,0,80,5,1:09
21,0,Punt,0,9,5,1:16
23,1,Punt,0,14,6,1:45
11,2,Punt,-20,31,12,2:03
14,0,Punt,0,-6,5,2:04
8,1,Punt,0,24,8,3:22
19,0,Punt,0,-7,4,1:22
22,1,Punt,0,13,6,2:30
12,0,End of Half,0,-1,2,0:17
16,2,Touchdown,-10,84,6,0:57
7,1,Field Goal,13,6,8,2:12
3,3,Punt,0,40,9,3:11
17,0,Punt,0,2,5,0:43
4,3,Field Goal,0,56,12,4:14
2,2,Touchdown,29,3,4,0:45
15,5,Touchdown,7,47,14,5:15
