drive,fds,result,penyds,ydsgained,numplays,postime
11,4,Touchdown,5,70,10,3:30
10,0,End of Half,0,-1,3,0:23
13,5,Touchdown,5,59,11,5:30
12,2,Punt,0,22,10,4:19
15,2,Punt,-15,42,12,5:36
14,0,Punt,5,0,6,1:24
17,3,End of Game,0,37,18,7:48
16,0,Punt,0,6,4,1:53
1,2,Field Goal,0,62,7,2:20
3,1,Punt,0,15,7,2:14
2,5,Touchdown,5,70,16,5:53
5,2,Missed FG,0,31,10,3:11
4,0,Punt,0,5,4,1:32
7,1,Punt,0,19,7,3:33
6,5,Touchdown,-5,74,11,4:48
9,5,Touchdown,13,67,10,1:27
8,5,Touchdown,0,67,11,4:39
