drive,fds,result,penyds,ydsgained,numplays,postime
24,1,Punt,-5,27,10,1:23
25,5,Touchdown,10,70,18,3:30
26,1,End of Game,0,16,6,0:43
20,1,Punt,-10,15,7,3:23
21,1,Punt,0,20,7,2:56
22,2,Missed FG,0,42,8,3:52
23,0,Punt,-10,-2,5,1:46
1,0,Interception,0,5,4,1:22
3,0,Punt,0,-12,4,1:32
2,2,Blocked FG,0,26,9,2:53
5,2,Touchdown,0,77,5,1:19
4,1,Field Goal,0,8,5,2:15
7,0,Punt,0,6,4,1:19
6,0,Punt,0,7,5,1:37
9,1,Field Goal,0,65,5,2:14
8,1,Punt,0,21,5,2:55
11,2,Punt,0,38,11,4:55
10,0,Punt,0,-3,5,1:38
13,1,Field Goal,0,28,5,2:10
12,0,Punt,0,0,4,1:38
15,0,Field Goal,0,6,6,1:00
14,0,Interception,0,0,2,0:12
17,7,Touchdown,-5,88,17,6:52
16,3,Field Goal,-5,57,10,1:01
19,0,Punt,0,3,4,0:59
18,2,Punt,5,19,12,4:36
