drive,fds,result,penyds,ydsgained,numplays,postime
19,1,Punt,-5,24,6,2:37
5,3,Punt,5,30,11,3:23
4,6,Touchdown,9,79,14,7:08
21,1,End of Game,0,15,4,0:29
9,3,Touchdown,0,79,11,3:41
3,0,Punt,0,7,4,1:35
7,0,Punt,0,-6,4,1:55
12,1,Punt,0,17,8,0:42
15,3,Field Goal,0,49,10,4:24
20,3,Field Goal,-10,60,19,6:53
16,6,Touchdown,20,60,11,4:22
13,0,End of Half,0,-1,2,0:03
6,2,Punt,-5,22,9,3:59
2,1,Downs,0,18,6,3:24
11,0,Field Goal,0,2,4,0:55
14,2,Punt,5,21,9,3:19
8,2,Touchdown,0,50,5,1:53
1,0,Punt,0,4,5,1:06
17,2,Punt,13,17,9,2:55
10,0,Interception,0,4,3,0:16
18,2,Punt,5,34,11,5:01
